protein,protein_id
PLA2G12B,pPLA2G12B
RAB9B,pRAB9B
APOPT1,pAPOPT1
RBM24,pRBM24
RNASE7,pRNASE7
SPRR3,pSPRR3
TMEM41B,pTMEM41B
FAM219B,pFAM219B
TNFAIP8L2,pTNFAIP8L2
TOMM20L,pTOMM20L
TUSC5,pTUSC5
ZFP41,pZFP41
C17orf102,pC17orf102
C19orf54,pC19orf54
MCEMP1,pMCEMP1
C1orf186,pC1orf186
PIFO,pPIFO
C20orf203,pC20orf203
TEX33,pTEX33
C2orf48,pC2orf48
C2orf68,pC2orf68
CDKL4,pCDKL4
FAM177A1,pFAM177A1
IER2,pIER2
SLC30A6,pSLC30A6
TMEM52B,pTMEM52B
TMCO6,pTMCO6
LDLRAD4,pLDLRAD4
LMNB2,pLMNB2
DNAI1,pDNAI1
DNAI2,pDNAI2
EPPIN,pEPPIN
PEAR1,pPEAR1
ACTG2,pACTG2
TMEM109,pTMEM109
KNSTRN,pKNSTRN
NFS1,pNFS1
HSCB,pHSCB
ATAD1,pATAD1
FRMD3,pFRMD3
FRMD5,pFRMD5
RASSF4,pRASSF4
RASSF9,pRASSF9
RASSF10,pRASSF10
CHD5,pCHD5
ADCYAP1R1,pADCYAP1R1
WWC2,pWWC2
ANAPC16,pANAPC16
MAEL,pMAEL
TET2,pTET2
TET1,pTET1
AUTS2,pAUTS2
PHRF1,pPHRF1
TARSL2,pTARSL2
MOV10L1,pMOV10L1
ESF1,pESF1
KRR1,pKRR1
NOL10,pNOL10
TBL3,pTBL3
PDXK,pPDXK
TMEM33,pTMEM33
ATP9A,pATP9A
PTER,pPTER
RTFDC1,pRTFDC1
CHAT,pCHAT
POFUT1,pPOFUT1
AASS,pAASS
CCT6B,pCCT6B
FAXC,pFAXC
SEC63,pSEC63
ACAD8,pACAD8
PRSS16,pPRSS16
UGT3A2,pUGT3A2
TKTL2,pTKTL2
MYH15,pMYH15
MYH2,pMYH2
MYH1,pMYH1
MYH3,pMYH3
MYH4,pMYH4
MYH6,pMYH6
MYH8,pMYH8
NCAPG2,pNCAPG2
ARPC4-TTLL3,pARPC4-TTLL3
HYI,pHYI
ARFGAP2,pARFGAP2
PPWD1,pPPWD1
ABAT,pABAT
HSD17B12,pHSD17B12
UAP1L1,pUAP1L1
TMEM87A,pTMEM87A
PGK2,pPGK2
SNX12,pSNX12
FABP5,pFABP5
FABP7,pFABP7
HIBADH,pHIBADH
ATP5L,pATP5L
MTCH2,pMTCH2
GPD1L,pGPD1L
WDFY1,pWDFY1
METTL13,pMETTL13
NCKAP1L,pNCKAP1L
DNAJC13,pDNAJC13
C6orf211,pC6orf211
LYPLA1,pLYPLA1
STXBP2,pSTXBP2
ISY1-RAB43,pISY1-RAB43
LDHC,pLDHC
TPPP3,pTPPP3
CHMP7,pCHMP7
BCL7A,pBCL7A
BCL7B,pBCL7B
LOC101929876,pLOC101929876
TARBP1,pTARBP1
GALM,pGALM
ATP2B1,pATP2B1
ATP6V0D1,pATP6V0D1
MTCH1,pMTCH1
ATP5D,pATP5D
TMCO1,pTMCO1
SGPL1,pSGPL1
SURF4,pSURF4
ATP1A2,pATP1A2
ATP1A3,pATP1A3
SULT1C3,pSULT1C3
ZBTB8OS,pZBTB8OS
GALNS,pGALNS
SCML2,pSCML2
SCAMP2,pSCAMP2
LOC101060521,pLOC101060521
UCKL1,pUCKL1
BOLA3,pBOLA3
KIAA1429,pKIAA1429
MAK16,pMAK16
AKR1A1,pAKR1A1
PGM2,pPGM2
DPH5,pDPH5
FAM98B,pFAM98B
DNAJC17,pDNAJC17
IBA57,pIBA57
MANF,pMANF
FERMT1,pFERMT1
ACSS2,pACSS2
ATP2B3,pATP2B3
MAN2A1,pMAN2A1
PRODH,pPRODH
C9orf64,pC9orf64
PXDNL,pPXDNL
ENOPH1,pENOPH1
DDX3Y,pDDX3Y
HNRNPLL,pHNRNPLL
PDCL3,pPDCL3
RAP2C,pRAP2C
GFPT2,pGFPT2
ILKAP,pILKAP
GPT,pGPT
RNF103-CHMP3,pRNF103-CHMP3
TMEM189-UBE2V1,pTMEM189-UBE2V1
ZNHIT2,pZNHIT2
TAGLN3,pTAGLN3
HMCN1,pHMCN1
LONP1,pLONP1
FASTKD2,pFASTKD2
SSR3,pSSR3
CLTB,pCLTB
GSTO2,pGSTO2
HDHD1,pHDHD1
YKT6,pYKT6
COG8,pCOG8
ATAD3A,pATAD3A
SULT1C4,pSULT1C4
SFTPA2,pSFTPA2
HEBP1,pHEBP1
TMTC3,pTMTC3
COX6B1,pCOX6B1
INTS9,pINTS9
SRM,pSRM
NDRG3,pNDRG3
PFDN6,pPFDN6
CTNNA2,pCTNNA2
CHURC1-FNTB,pCHURC1-FNTB
NARS2,pNARS2
DDX27,pDDX27
KIAA0020,pKIAA0020
C4orf33,pC4orf33
RDH13,pRDH13
STT3B,pSTT3B
NOC3L,pNOC3L
SAC3D1,pSAC3D1
MYO18A,pMYO18A
WDR74,pWDR74
MPHOSPH10,pMPHOSPH10
ABCB9,pABCB9
ALKBH2,pALKBH2
DBR1,pDBR1
DDX31,pDDX31
ZFR,pZFR
PPP1R11,pPPP1R11
ABCC3,pABCC3
ATAD3B,pATAD3B
MYL9,pMYL9
EIF4EBP2,pEIF4EBP2
PARS2,pPARS2
NANP,pNANP
P4HA1,pP4HA1
EXOC6B,pEXOC6B
BPNT1,pBPNT1
DNAH9,pDNAH9
PUS10,pPUS10
CCDC108,pCCDC108
HEATR6,pHEATR6
C4orf27,pC4orf27
TEX10,pTEX10
PGAM4,pPGAM4
RFK,pRFK
DNAJC21,pDNAJC21
FDXR,pFDXR
GSTT2,pGSTT2
GSTT2B,pGSTT2B
GTF2H2C,pGTF2H2C
WDR3,pWDR3
EPHX1,pEPHX1
DHRS11,pDHRS11
PAPOLG,pPAPOLG
SARS2,pSARS2
CPT2,pCPT2
GDPGP1,pGDPGP1
RGN,pRGN
CEP41,pCEP41
NPEPL1,pNPEPL1
MCCC2,pMCCC2
SAR1B,pSAR1B
PLD3,pPLD3
AK9,pAK9
FKBP14,pFKBP14
ERP29,pERP29
REXO2,pREXO2
DBI,pDBI
MSRA,pMSRA
C1orf123,pC1orf123
CMTR1,pCMTR1
MRPL18,pMRPL18
IFT80,pIFT80
ZFR2,pZFR2
SLC25A1,pSLC25A1
ADPRHL2,pADPRHL2
IQGAP3,pIQGAP3
SERPINB1,pSERPINB1
WDR46,pWDR46
SMCHD1,pSMCHD1
RNMT,pRNMT
STK10,pSTK10
KRT82,pKRT82
TMX1,pTMX1
CC2D1A,pCC2D1A
GALK2,pGALK2
PCCB,pPCCB
GLRX2,pGLRX2
MED13L,pMED13L
KRI1,pKRI1
UTP18,pUTP18
CAPN9,pCAPN9
WBSCR16,pWBSCR16
GPD2,pGPD2
HS1BP3,pHS1BP3
WDR11,pWDR11
WDR43,pWDR43
MED12L,pMED12L
MTMR12,pMTMR12
UTP15,pUTP15
NUP160,pNUP160
NUP188,pNUP188
MTHFD1L,pMTHFD1L
CMTR2,pCMTR2
AFMID,pAFMID
ARHGAP4,pARHGAP4
LSM12,pLSM12
OCIAD1,pOCIAD1
CCDC58,pCCDC58
PCCA,pPCCA
RAVER1,pRAVER1
TTC38,pTTC38
ARMC6,pARMC6
PGM2L1,pPGM2L1
COLGALT1,pCOLGALT1
PMPCA,pPMPCA
NSUN5,pNSUN5
POLR3K,pPOLR3K
NOP9,pNOP9
POLR3G,pPOLR3G
P4HA2,pP4HA2
DDX53,pDDX53
PTK7,pPTK7
PTGES3L-AARSD1,pPTGES3L-AARSD1
VPS13D,pVPS13D
WDR55,pWDR55
GSTZ1,pGSTZ1
NLRP9,pNLRP9
AHCYL2,pAHCYL2
THRAP3,pTHRAP3
RUFY2,pRUFY2
NCAM2,pNCAM2
MAP3K15,pMAP3K15
SMC1B,pSMC1B
CBR1,pCBR1
SBNO1,pSBNO1
ZC3H18,pZC3H18
NSUN6,pNSUN6
XYLB,pXYLB
GFM1,pGFM1
MRPS14,pMRPS14
CLCA2,pCLCA2
MRPL17,pMRPL17
NOL6,pNOL6
RRP36,pRRP36
BMS1,pBMS1
SURF6,pSURF6
PPP1R14B,pPPP1R14B
HSDL2,pHSDL2
CCDC97,pCCDC97
RMDN1,pRMDN1
NLRP13,pNLRP13
PIP4K2A,pPIP4K2A
PLIN4,pPLIN4
FOXK2,pFOXK2
PXDN,pPXDN
SRPR,pSRPR
PDCD11,pPDCD11
EIF5AL1,pEIF5AL1
DCAF13,pDCAF13
ABHD14B,pABHD14B
SLC2A9,pSLC2A9
NAGLU,pNAGLU
RAI14,pRAI14
PAPOLB,pPAPOLB
TUBA3D,pTUBA3D
TUBGCP6,pTUBGCP6
PTRHD1,pPTRHD1
SLC15A2,pSLC15A2
FBXO9,pFBXO9
ACAP2,pACAP2
B3GALT1,pB3GALT1
REXO1,pREXO1
MYF5,pMYF5
SELE,pSELE
ACHE,pACHE
RIC8B,pRIC8B
SLC4A7,pSLC4A7
IL27,pIL27
LY6E,pLY6E
RFX7,pRFX7
CLNK,pCLNK
SHD,pSHD
SHE,pSHE
DOK7,pDOK7
PLEKHS1,pPLEKHS1
PLEKHB1,pPLEKHB1
RBP7,pRBP7
TMEM128,pTMEM128
TSPAN2,pTSPAN2
VSTM2L,pVSTM2L
DCAF12L1,pDCAF12L1
PHF23,pPHF23
PLXNA1,pPLXNA1
KBTBD6,pKBTBD6
TAC4,pTAC4
ANKRD27,pANKRD27
CARD16,pCARD16
MAGEE2,pMAGEE2
FBXO21,pFBXO21
PDLIM2,pPDLIM2
FGFR4,pFGFR4
LSP1,pLSP1
RHPN1,pRHPN1
CEP152,pCEP152
HIST1H2BG,pHIST1H2BG
CC2D2A,pCC2D2A
CEP128,pCEP128
RPGRIP1L,pRPGRIP1L
SCLT1,pSCLT1
B9D1,pB9D1
B9D2,pB9D2
MKS1,pMKS1
TCTN2,pTCTN2
CEP104,pCEP104
CNTROB,pCNTROB
CEP89,pCEP89
CNTRL,pCNTRL
NIN,pNIN
CEP83,pCEP83
POC5,pPOC5
EVC2,pEVC2
NEK8,pNEK8
TCTN1,pTCTN1
TMEM17,pTMEM17
CELA3A,pCELA3A
TIMM23B,pTIMM23B
C1QTNF6,pC1QTNF6
RAB39B,pRAB39B
PIK3AP1,pPIK3AP1
ARL14EP,pARL14EP
ZG16B,pZG16B
TTC32,pTTC32
TMEM174,pTMEM174
NOL4L,pNOL4L
NRG4,pNRG4
ITPRIPL1,pITPRIPL1
DPPA2,pDPPA2
OLIG3,pOLIG3
ZNF385C,pZNF385C
SMIM14,pSMIM14
CYB561A3,pCYB561A3
SNX32,pSNX32
NATD1,pNATD1
PPP2R3B,pPPP2R3B
MORN3,pMORN3
CAGE1,pCAGE1
CCDC36,pCCDC36
C16orf74,pC16orf74
CT45A5,pCT45A5
MYF6,pMYF6
FXYD3,pFXYD3
SGTB,pSGTB
CXorf57,pCXorf57
DMRTB1,pDMRTB1
FNDC3B,pFNDC3B
C1orf50,pC1orf50
TMEM14B,pTMEM14B
ATP6V1E2,pATP6V1E2
NDUFS5,pNDUFS5
NDUFA11,pNDUFA11
LAMB3,pLAMB3
PCDH1,pPCDH1
TIGD6,pTIGD6
MYO19,pMYO19
KIF7,pKIF7
ATL2,pATL2
GTSE1,pGTSE1
ARX,pARX
CFAP97,pCFAP97
GOLT1B,pGOLT1B
DNAJC11,pDNAJC11
SAMD1,pSAMD1
MZT1,pMZT1
TMEM63B,pTMEM63B
YIPF5,pYIPF5
MBOAT1,pMBOAT1
SLC33A1,pSLC33A1
CTDSPL2,pCTDSPL2
KIF14,pKIF14
TFEB,pTFEB
PCDHB15,pPCDHB15
NEFM,pNEFM
SUCO,pSUCO
PCDH7,pPCDH7
KIF21A,pKIF21A
ZNF526,pZNF526
ZNF687,pZNF687
MYH13,pMYH13
KIAA1107,pKIAA1107
TUBGCP5,pTUBGCP5
C10orf2,pC10orf2
KIF20B,pKIF20B
KIF18A,pKIF18A
FAM83H,pFAM83H
SPATS2L,pSPATS2L
C10orf12,pC10orf12
NLRP5,pNLRP5
RBM45,pRBM45
CLCN2,pCLCN2
LDHD,pLDHD
JRKL,pJRKL
REEP5,pREEP5
ZNFX1,pZNFX1
SETD4,pSETD4
FGD1,pFGD1
VWA9,pVWA9
MORC3,pMORC3
ETAA1,pETAA1
FAM178A,pFAM178A
KIF24,pKIF24
NETO2,pNETO2
TBC1D9,pTBC1D9
IP6K3,pIP6K3
SLC16A6,pSLC16A6
BOD1L1,pBOD1L1
QSOX2,pQSOX2
RAB4B,pRAB4B
MASTL,pMASTL
POLG2,pPOLG2
NEIL3,pNEIL3
SOX17,pSOX17
KRBOX4,pKRBOX4
CDKN2AIPNL,pCDKN2AIPNL
RGMA,pRGMA
PRSS12,pPRSS12
MAU2,pMAU2
KIF3C,pKIF3C
AK7,pAK7
PPP1R35,pPPP1R35
SAMD9,pSAMD9
MIOS,pMIOS
WDR24,pWDR24
DEPDC5,pDEPDC5
FGF5,pFGF5
IL21,pIL21
RASGRP4,pRASGRP4
RS1,pRS1
PNPLA7,pPNPLA7
LGR5,pLGR5
ERF,pERF
RNF217,pRNF217
PARG,pPARG
FBXW12,pFBXW12
SP7,pSP7
RNF207,pRNF207
FOXC1,pFOXC1
FOXD4,pFOXD4
FOXE1,pFOXE1
FOXF1,pFOXF1
FOXI2,pFOXI2
FOXJ3,pFOXJ3
HEMGN,pHEMGN
IL17RD,pIL17RD
FBXO24,pFBXO24
FOXL1,pFOXL1
MACROD1,pMACROD1
FOXN1,pFOXN1
FKBP15,pFKBP15
FOXQ1,pFOXQ1
ASXL3,pASXL3
GLIS3,pGLIS3
HOXA2,pHOXA2
LDLRAD3,pLDLRAD3
RNF165,pRNF165
HTN3,pHTN3
CACTIN,pCACTIN
SLC25A38,pSLC25A38
SLC25A26,pSLC25A26
PAQR3,pPAQR3
ZC3H12D,pZC3H12D
FBXO30,pFBXO30
FBXO36,pFBXO36
IRGM,pIRGM
CERKL,pCERKL
PPP1R26,pPPP1R26
RHOU,pRHOU
RNF170,pRNF170
FNIP2,pFNIP2
SLC22A11,pSLC22A11
FAM193B,pFAM193B
YTHDF1,pYTHDF1
FAM104A,pFAM104A
GPR17,pGPR17
TBC1D30,pTBC1D30
SLC22A8,pSLC22A8
ABCG1,pABCG1
SIL1,pSIL1
RNF152,pRNF152
HECTD2,pHECTD2
VPS8,pVPS8
IFT74,pIFT74
TTC30A,pTTC30A
TTC30B,pTTC30B
UNC13A,pUNC13A
IFT52,pIFT52
EDEM2,pEDEM2
EDEM3,pEDEM3
ESRRB,pESRRB
PLEKHA8,pPLEKHA8
USP27X,pUSP27X
MAP7D3,pMAP7D3
EXD2,pEXD2
ZNF618,pZNF618
UBR3,pUBR3
MTMR3,pMTMR3
SELK,pSELK
RNF121,pRNF121
C17orf89,pC17orf89
LYRM5,pLYRM5
IVD,pIVD
COQ9,pCOQ9
C7orf55,pC7orf55
APOOL,pAPOOL
CHCHD10,pCHCHD10
SLMO2,pSLMO2
NDUFAF4,pNDUFAF4
PPTC7,pPPTC7
COQ7,pCOQ7
CISD3,pCISD3
ADCK4,pADCK4
TAMM41,pTAMM41
SPRYD4,pSPRYD4
CHCHD1,pCHCHD1
DHRS4,pDHRS4
SUGCT,pSUGCT
LACE1,pLACE1
COQ2,pCOQ2
COQ10A,pCOQ10A
FAM136A,pFAM136A
XPNPEP3,pXPNPEP3
COQ10B,pCOQ10B
CECR5,pCECR5
ADCK2,pADCK2
LACTB,pLACTB
PHYHIPL,pPHYHIPL
PRSS35,pPRSS35
C6orf57,pC6orf57
PREPL,pPREPL
TRIM14,pTRIM14
TFF3,pTFF3
UBIAD1,pUBIAD1
SOAT1,pSOAT1
ALOX15,pALOX15
UGT2B7,pUGT2B7
TRPA1,pTRPA1
STH,pSTH
KBTBD8,pKBTBD8
GATSL2,pGATSL2
COA3,pCOA3
DCDC5,pDCDC5
ASPG,pASPG
EML4,pEML4
NFAT5,pNFAT5
PPAP2A,pPPAP2A
KLHL8,pKLHL8
NGRN,pNGRN
FCER1G,pFCER1G
UGT1A6,pUGT1A6
UGT1A1,pUGT1A1
RCSD1,pRCSD1
ANGPT2,pANGPT2
TMEM258,pTMEM258
C3orf17,pC3orf17
SPATA5,pSPATA5
FAM210A,pFAM210A
C10orf76,pC10orf76
C9orf114,pC9orf114
LRIG2,pLRIG2
ANKRD49,pANKRD49
RBM48,pRBM48
CARTPT,pCARTPT
CA5A,pCA5A
ELMO2,pELMO2
ELMO3,pELMO3
MBTD1,pMBTD1
ATP6V0A2,pATP6V0A2
GKN1,pGKN1
ATOH1,pATOH1
VANGL2,pVANGL2
ENPP1,pENPP1
CLEC1B,pCLEC1B
KBTBD2,pKBTBD2
IAPP,pIAPP
AQP2,pAQP2
AQP4,pAQP4
C2,pC2
CD207,pCD207
CFHR5,pCFHR5
CLDN19,pCLDN19
CRYBB1,pCRYBB1
CYBRD1,pCYBRD1
CYP4F2,pCYP4F2
EFHC1,pEFHC1
FBLN5,pFBLN5
FMO1,pFMO1
FMO3,pFMO3
LHFPL5,pLHFPL5
MGST2,pMGST2
MMAB,pMMAB
NEUROG3,pNEUROG3
SLC29A3,pSLC29A3
SLC30A8,pSLC30A8
SLC5A11,pSLC5A11
ZDHHC9,pZDHHC9
ZNF624,pZNF624
ZNF304,pZNF304
USP35,pUSP35
FUNDC1,pFUNDC1
SPOPL,pSPOPL
UBE3B,pUBE3B
IFI27,pIFI27
RHBDD1,pRHBDD1
KCTD2,pKCTD2
CACUL1,pCACUL1
SLC16A1,pSLC16A1
PMEPA1,pPMEPA1
DDIAS,pDDIAS
PHLDB3,pPHLDB3
FGF14,pFGF14
CIDEC,pCIDEC
PDP1,pPDP1
OXER1,pOXER1
TMEM106B,pTMEM106B
SHC4,pSHC4
CTDNEP1,pCTDNEP1
DUPD1,pDUPD1
DUSP18,pDUSP18
DUSP2,pDUSP2
DUSP28,pDUSP28
DUSP8,pDUSP8
EYA4,pEYA4
MTMR1,pMTMR1
MTMR11,pMTMR11
PDP2,pPDP2
PPM1H,pPPM1H
PPM1J,pPPM1J
PPM1M,pPPM1M
PTPDC1,pPTPDC1
PTPRT,pPTPRT
SBF2,pSBF2
STYX,pSTYX
TNS1,pTNS1
TPTE2,pTPTE2
DUSP26,pDUSP26
PTPRG,pPTPRG
SSH2,pSSH2
EYA3,pEYA3
IFNA21,pIFNA21
STRADB,pSTRADB
TUBG2,pTUBG2
NICN1,pNICN1
PCDHB11,pPCDHB11
PCDHA10,pPCDHA10
PCDHGB1,pPCDHGB1
PFKFB3,pPFKFB3
EMC9,pEMC9
CYP2A7,pCYP2A7
BPIFA1,pBPIFA1
ALPPL2,pALPPL2
CORO6,pCORO6
AZIN2,pAZIN2
PPIAL4G,pPPIAL4G
TPSB2,pTPSB2
IPPK,pIPPK
KCNC4,pKCNC4
CGB2,pCGB2
PCDHB16,pPCDHB16
ARHGEF35,pARHGEF35
PADI3,pPADI3
UGT1A9,pUGT1A9
POTEB3,pPOTEB3
CYP4A22,pCYP4A22
KBTBD4,pKBTBD4
SLC2A14,pSLC2A14
ZKSCAN4,pZKSCAN4
DCAF12L2,pDCAF12L2
SLC35D3,pSLC35D3
KIAA0226L,pKIAA0226L
KIF16B,pKIF16B
PCDHGB4,pPCDHGB4
ZNF764,pZNF764
SEC14L3,pSEC14L3
JPH4,pJPH4
MAGEB10,pMAGEB10
PCDHGA5,pPCDHGA5
BIN2,pBIN2
HSD3B2,pHSD3B2
LMAN2L,pLMAN2L
PDE1C,pPDE1C
TRIML2,pTRIML2
CBLN4,pCBLN4
SPANXA1,pSPANXA1
LPIN3,pLPIN3
PCDHA9,pPCDHA9
RWDD4,pRWDD4
SPATA5L1,pSPATA5L1
C7orf60,pC7orf60
STEAP1B,pSTEAP1B
PCDHA3,pPCDHA3
IFT43,pIFT43
SH3BP5L,pSH3BP5L
USH1G,pUSH1G
SYCE3,pSYCE3
C6orf226,pC6orf226
RCCD1,pRCCD1
POLR3GL,pPOLR3GL
TGIF2LY,pTGIF2LY
OSER1,pOSER1
METTL2A,pMETTL2A
CPNE5,pCPNE5
LILRB3,pLILRB3
IFNA4,pIFNA4
LEFTY1,pLEFTY1
HLX,pHLX
PSG8,pPSG8
ACOT2,pACOT2
SLC9A6,pSLC9A6
TMEM184B,pTMEM184B
TBCCD1,pTBCCD1
RIPPLY1,pRIPPLY1
CNKSR3,pCNKSR3
ZNF556,pZNF556
DOCK5,pDOCK5
EIF1AY,pEIF1AY
CYB5D2,pCYB5D2
NPAS1,pNPAS1
TGM4,pTGM4
FAM13A,pFAM13A
SAMD4B,pSAMD4B
TBL1Y,pTBL1Y
TNNI2,pTNNI2
KERA,pKERA
FERD3L,pFERD3L
SLC25A25,pSLC25A25
CNGA3,pCNGA3
FUZ,pFUZ
YTHDF3,pYTHDF3
LRRC8B,pLRRC8B
C16orf87,pC16orf87
SLC22A16,pSLC22A16
HAL,pHAL
MSRB3,pMSRB3
KIF2B,pKIF2B
KNOP1,pKNOP1
SCN3B,pSCN3B
C10orf71,pC10orf71
PADI1,pPADI1
GHITM,pGHITM
UGT2A3,pUGT2A3
FLRT1,pFLRT1
KLHL28,pKLHL28
VWCE,pVWCE
RELL2,pRELL2
ITFG2,pITFG2
AGK,pAGK
PHACTR2,pPHACTR2
KIZ,pKIZ
CAPN8,pCAPN8
SLC23A3,pSLC23A3
LRRC4C,pLRRC4C
TMEM194A,pTMEM194A
DPYSL5,pDPYSL5
TMEM9B,pTMEM9B
ZNF550,pZNF550
PRR20E,pPRR20E
CRAMP1L,pCRAMP1L
ALOXE3,pALOXE3
ZCRB1,pZCRB1
FAM174A,pFAM174A
ZNF428,pZNF428
GJB7,pGJB7
PODN,pPODN
TECPR2,pTECPR2
WNT7A,pWNT7A
RELL1,pRELL1
STRBP,pSTRBP
CHSY3,pCHSY3
SLC13A2,pSLC13A2
CCDC89,pCCDC89
TSHB,pTSHB
CCDC69,pCCDC69
FAM167A,pFAM167A
C1QL4,pC1QL4
CNOT11,pCNOT11
FAM221B,pFAM221B
PCDHB7,pPCDHB7
SCFD2,pSCFD2
ARHGEF38,pARHGEF38
MATN4,pMATN4
FAM71F2,pFAM71F2
LGALS7,pLGALS7
KANK4,pKANK4
APOBEC3D,pAPOBEC3D
POTEC,pPOTEC
LRRC49,pLRRC49
CTAGE6,pCTAGE6
BSPRY,pBSPRY
STXBP6,pSTXBP6
TSPAN11,pTSPAN11
DEFA1,pDEFA1
DEFB104A,pDEFB104A
PDK4,pPDK4
PLEKHG6,pPLEKHG6
GBP5,pGBP5
TH,pTH
LYG2,pLYG2
TMEM63A,pTMEM63A
EPHA1,pEPHA1
IL13RA2,pIL13RA2
DKK4,pDKK4
PCDHA12,pPCDHA12
TMEM200A,pTMEM200A
PLA2G10,pPLA2G10
TCTEX1D2,pTCTEX1D2
ZNF576,pZNF576
C5orf24,pC5orf24
IL17RE,pIL17RE
ESRP1,pESRP1
ZBTB42,pZBTB42
HAO2,pHAO2
MAOA,pMAOA
KIAA0355,pKIAA0355
CDCP1,pCDCP1
SLC25A43,pSLC25A43
PIANP,pPIANP
DPEP3,pDPEP3
TYW3,pTYW3
FAM117B,pFAM117B
C6orf141,pC6orf141
TMEM30B,pTMEM30B
SSC5D,pSSC5D
ALOX15B,pALOX15B
VSIG1,pVSIG1
P2RX1,pP2RX1
GPR156,pGPR156
FXYD1,pFXYD1
TUBE1,pTUBE1
MARVELD2,pMARVELD2
FRMD1,pFRMD1
ZNF324B,pZNF324B
HMGN2,pHMGN2
EPSTI1,pEPSTI1
DENND2C,pDENND2C
MAP7D2,pMAP7D2
FADS3,pFADS3
GPRC5C,pGPRC5C
SLC6A15,pSLC6A15
PLXNA4,pPLXNA4
C1orf106,pC1orf106
BBS12,pBBS12
MGME1,pMGME1
MBLAC2,pMBLAC2
MFF,pMFF
MISP,pMISP
SYT12,pSYT12
ZNF462,pZNF462
ZBTB39,pZBTB39
TMEM184A,pTMEM184A
IQCC,pIQCC
MANSC1,pMANSC1
ADAM33,pADAM33
NELL2,pNELL2
CLEC3A,pCLEC3A
DHH,pDHH
CHL1,pCHL1
ALS2,pALS2
PCDH12,pPCDH12
CDH13,pCDH13
LIPG,pLIPG
FAM222A,pFAM222A
GRAMD1B,pGRAMD1B
HTR3A,pHTR3A
ACOT12,pACOT12
GPR21,pGPR21
C4orf26,pC4orf26
SCGB1D1,pSCGB1D1
SEMG2,pSEMG2
KLHL6,pKLHL6
SCGB1D4,pSCGB1D4
TMEM206,pTMEM206
GPR161,pGPR161
FZD10,pFZD10
SYBU,pSYBU
COX7A2,pCOX7A2
DKK3,pDKK3
HIST1H1T,pHIST1H1T
C19orf45,pC19orf45
RNASE3,pRNASE3
DPYS,pDPYS
CACNG5,pCACNG5
LRRC15,pLRRC15
NPB,pNPB
AMZ1,pAMZ1
TSPYL6,pTSPYL6
OXT,pOXT
KIAA1467,pKIAA1467
FAM19A3,pFAM19A3
DIRAS2,pDIRAS2
ERMAP,pERMAP
SLC39A5,pSLC39A5
PAPLN,pPAPLN
CAPN6,pCAPN6
CST7,pCST7
N6AMT2,pN6AMT2
HBM,pHBM
C5AR2,pC5AR2
GCHFR,pGCHFR
CAPN13,pCAPN13
TM4SF18,pTM4SF18
SIGLECL1,pSIGLECL1
COLQ,pCOLQ
HPS6,pHPS6
TPCN2,pTPCN2
RERG,pRERG
NCR3LG1,pNCR3LG1
LRRCC1,pLRRCC1
FOXRED1,pFOXRED1
CFP,pCFP
PRIMPOL,pPRIMPOL
FCGRT,pFCGRT
KLRG2,pKLRG2
ALX3,pALX3
HN1L,pHN1L
NUS1,pNUS1
RIBC1,pRIBC1
CCNYL1,pCCNYL1
SERPINB13,pSERPINB13
RSPRY1,pRSPRY1
ZNF704,pZNF704
IL1RL2,pIL1RL2
XPR1,pXPR1
GTSF1,pGTSF1
GGT5,pGGT5
IFNE,pIFNE
CD97,pCD97
CCSER1,pCCSER1
BCKDHB,pBCKDHB
PCDH20,pPCDH20
RAB30,pRAB30
ZNF394,pZNF394
TMC7,pTMC7
SPPL2B,pSPPL2B
ZNF563,pZNF563
MSS51,pMSS51
FECH,pFECH
GPR114,pGPR114
SLCO1B1,pSLCO1B1
IGFBP1,pIGFBP1
LRRC57,pLRRC57
SLC16A11,pSLC16A11
ZNF816,pZNF816
MOCS3,pMOCS3
CPA5,pCPA5
LRRC56,pLRRC56
FMN1,pFMN1
MUC20,pMUC20
IZUMO1,pIZUMO1
FAM78B,pFAM78B
RETN,pRETN
ZNF517,pZNF517
ZNF695,pZNF695
HTRA4,pHTRA4
FAM45A,pFAM45A
SYPL1,pSYPL1
ZNF214,pZNF214
ZNF747,pZNF747
CLCC1,pCLCC1
HENMT1,pHENMT1
DEFB1,pDEFB1
SEC11C,pSEC11C
ZNF669,pZNF669
EXOC3L2,pEXOC3L2
CRISP2,pCRISP2
GNAT1,pGNAT1
CFAP36,pCFAP36
SMYD1,pSMYD1
SLC39A8,pSLC39A8
OLR1,pOLR1
ZNF354C,pZNF354C
GLB1L2,pGLB1L2
APCDD1,pAPCDD1
VNN2,pVNN2
ZMAT5,pZMAT5
KIAA2013,pKIAA2013
SCARA5,pSCARA5
HS3ST2,pHS3ST2
CATSPERD,pCATSPERD
SLC22A9,pSLC22A9
IL31RA,pIL31RA
MRPS34,pMRPS34
XAGE1B,pXAGE1B
PKD2L2,pPKD2L2
IFIT1B,pIFIT1B
ZPLD1,pZPLD1
S1PR2,pS1PR2
FGF8,pFGF8
B4GAT1,pB4GAT1
CCR2,pCCR2
ZNF311,pZNF311
SLC27A3,pSLC27A3
DEF8,pDEF8
TMEM108,pTMEM108
SERPINA12,pSERPINA12
ZNF610,pZNF610
CLEC2D,pCLEC2D
ZNF692,pZNF692
