protein,protein_id
1700006A11Rik,p1700006A11Rik
Pomp,pPomp
BC100451,pBC100451
4930503B20Rik,p4930503B20Rik
1700021F07Rik,p1700021F07Rik
Spata3,pSpata3
Tmed10,pTmed10
Ptov1,pPtov1
Aff4,pAff4
Aff2,pAff2
Vmn1r181,pVmn1r181
Iigp1,pIigp1
Nek2,pNek2
Gh,pGh
Rsu1,pRsu1
Parvg,pParvg
Macf1,pMacf1
Sestd1,pSestd1
Traip,pTraip
Ankrd12,pAnkrd12
Rbbp6,pRbbp6
Pik3cg,pPik3cg
Snapc5,pSnapc5
Tro,pTro
Rit2,pRit2
Schip1,pSchip1
Klhl1,pKlhl1
Itk,pItk
Rcbtb1,pRcbtb1
Rnf5,pRnf5
Btbd10,pBtbd10
Ddb2,pDdb2
Xpa,pXpa
Klhl14,pKlhl14
Nckap1l,pNckap1l
Nckipsd,pNckipsd
Ldha,pLdha
Myo18a,pMyo18a
Gng12,pGng12
Kdm1b,pKdm1b
Abcc8,pAbcc8
Tada3,pTada3
Cabp1,pCabp1
Rufy2,pRufy2
Med22,pMed22
Cdh4,pCdh4
Pcdh18,pPcdh18
Dcbld2,pDcbld2
Nin,pNin
Myl9,pMyl9
Strn4,pStrn4
Tdp2,pTdp2
Dner,pDner
Ccm2,pCcm2
Mcm10,pMcm10
Angptl2,pAngptl2
Rnf114,pRnf114
Rcbtb2,pRcbtb2
Tyw1,pTyw1
Iffo2,pIffo2
Mier2,pMier2
Iffo1,pIffo1
Mpnd,pMpnd
2610301B20Rik,p2610301B20Rik
Bmpr1a,pBmpr1a
Acvr1,pAcvr1
Atp2b2,pAtp2b2
Opcml,pOpcml
Ntm,pNtm
Sparcl1,pSparcl1
Adam23,pAdam23
Lsamp,pLsamp
Mog,pMog
Cadm3,pCadm3
Nomo1,pNomo1
Fkbp9,pFkbp9
Tor1b,pTor1b
Cnpy2,pCnpy2
Ssr4,pSsr4
5430435G22Rik,p5430435G22Rik
Rab4a,pRab4a
Ibtk,pIbtk
Dgcr8,pDgcr8
Nup155,pNup155
Nup88,pNup88
Nup153,pNup153
Hopx,pHopx
Taf7,pTaf7
Taf7l,pTaf7l
Hist1h2bc,pHist1h2bc
Mcrs1,pMcrs1
Aagab,pAagab
Prrx2,pPrrx2
Ube2g2,pUbe2g2
Lynx1,pLynx1
Atp6v0e,pAtp6v0e
Aoc3,pAoc3
Cdh13,pCdh13
Jph2,pJph2
Mtx1,pMtx1
Alpl,pAlpl
Asph,pAsph
Spag1,pSpag1
Chchd2,pChchd2
Plin4,pPlin4
Bfsp2,pBfsp2
Bfsp1,pBfsp1
Cacnb4,pCacnb4
Hist1h1b,pHist1h1b
Xpc,pXpc
Chrac1,pChrac1
Tyro3,pTyro3
Tomm40,pTomm40
Ebpl,pEbpl
Mstn,pMstn
Bnip3,pBnip3
Plcb4,pPlcb4
Gins1,pGins1
Meig1,pMeig1
Rapgef4,pRapgef4
Vezt,pVezt
Slc3a1,pSlc3a1
Dll3,pDll3
Jag2,pJag2
Psenen,pPsenen
Nxf3,pNxf3
Nodal,pNodal
Serpina5,pSerpina5
Mapkbp1,pMapkbp1
Sri,pSri
Gpsm2,pGpsm2
Hps4,pHps4
Ttf1,pTtf1
Ppfia4,pPpfia4
Ppfia2,pPpfia2
Ppfia1,pPpfia1
Ush1g,pUsh1g
Patz1,pPatz1
Gjd2,pGjd2
Rad54l2,pRad54l2
Pex6,pPex6
Eif4enif1,pEif4enif1
Sf3b2,pSf3b2
Map3k8,pMap3k8
Stk39,pStk39
Prl,pPrl
Trip11,pTrip11
Ift140,pIft140
Mc1r,pMc1r
Mc3r,pMc3r
Mc5r,pMc5r
Oas1d,pOas1d
Ankrd1,pAnkrd1
Bmp2,pBmp2
Bmp5,pBmp5
Bmp6,pBmp6
Bmp7,pBmp7
Htra1,pHtra1
Alox5ap,pAlox5ap
Adamts1,pAdamts1
Rhoq,pRhoq
Fetub,pFetub
Trmt1l,pTrmt1l
Ppp1r18,pPpp1r18
2310022A10Rik,p2310022A10Rik
Acacb,pAcacb
Acsl4,pAcsl4
Add1,pAdd1
Add3,pAdd3
Arhgef1,pArhgef1
Bcl7c,pBcl7c
Bop1,pBop1
Ccdc101,pCcdc101
Ccdc137,pCcdc137
Cd2bp2,pCd2bp2
Chd1l,pChd1l
Copg2,pCopg2
Coro1c,pCoro1c
Specc1,pSpecc1
Knstrn,pKnstrn
Ddx49,pDdx49
Ddx51,pDdx51
Ddx56,pDdx56
Dera,pDera
Dhx37,pDhx37
Elf4,pElf4
Exosc5,pExosc5
Exosc7,pExosc7
Ska3,pSka3
Fam129a,pFam129a
Fam76a,pFam76a
Fyttd1,pFyttd1
Gas2l3,pGas2l3
Gltscr2,pGltscr2
Gpatch4,pGpatch4
Gtf3c2,pGtf3c2
Gtse1,pGtse1
Heatr1,pHeatr1
Akp3,pAkp3
Igf2bp3,pIgf2bp3
Imp4,pImp4
Ino80e,pIno80e
Kri1,pKri1
Krit1,pKrit1
Lat,pLat
Ldlrap1,pLdlrap1
Mad2l1,pMad2l1
Mak16,pMak16
Mbnl1,pMbnl1
Mphosph10,pMphosph10
Ncaph2,pNcaph2
Nfatc2,pNfatc2
Noc2l,pNoc2l
Noc4l,pNoc4l
Nol10,pNol10
Nol12,pNol12
Nosip,pNosip
Npm3,pNpm3
Nudt5,pNudt5
Nusap1,pNusap1
Orc3,pOrc3
Papd4,pPapd4
Pcx,pPcx
Pdcd4,pPdcd4
Pfkfb3,pPfkfb3
Ppig,pPpig
Ppil2,pPpil2
Prpf6,pPrpf6
Rac2,pRac2
Rbm15,pRbm15
Rbm19,pRbm19
Rbm34,pRbm34
Rbmx2,pRbmx2
Rcor1,pRcor1
Rexo4,pRexo4
Rps19bp1,pRps19bp1
Rrp8,pRrp8
Rrp9,pRrp9
Sash3,pSash3
Sec24c,pSec24c
Scaf11,pScaf11
Sltm,pSltm
Sp110,pSp110
Srp72,pSrp72
Strbp,pStrbp
Tbl3,pTbl3
Thoc3,pThoc3
Trim56,pTrim56
Ube2m,pUbe2m
Uso1,pUso1
Utp14a,pUtp14a
Utp15,pUtp15
Wac,pWac
Wdr3,pWdr3
Wdr36,pWdr36
Whsc1l1,pWhsc1l1
Zfp346,pZfp346
Zfp771,pZfp771
Hoxa7,pHoxa7
Hoxb7,pHoxb7
Hoxc9,pHoxc9
Sh2b1,pSh2b1
Pikfyve,pPikfyve
Six2,pSix2
Pafah1b2,pPafah1b2
Sarm1,pSarm1
Cyba,pCyba
Hhip,pHhip
Fzd3,pFzd3
Mdfi,pMdfi
Fgfr3,pFgfr3
Ppp1r9a,pPpp1r9a
Actg2,pActg2
Igf2,pIgf2
Rxrb,pRxrb
Carhsp1,pCarhsp1
Tjap1,pTjap1
N4bp3,pN4bp3
Kcna4,pKcna4
Cdr2,pCdr2
Mypop,pMypop
Bbc3,pBbc3
Etv4,pEtv4
Nxf7,pNxf7
U2af1,pU2af1
Pigo,pPigo
Pcdh1,pPcdh1
Pcdh9,pPcdh9
Pcdh11x,pPcdh11x
Mrfap1,pMrfap1
Prss1,pPrss1
Cela1,pCela1
Elane,pElane
Rtn4r,pRtn4r
Gdf11,pGdf11
Ppp3r1,pPpp3r1
Napg,pNapg
Syngr1,pSyngr1
Figf,pFigf
Nsmce2,pNsmce2
Nsmce4a,pNsmce4a
Zfp523,pZfp523
Ngfrap1,pNgfrap1
Tctn1,pTctn1
Krt42,pKrt42
Krt14,pKrt14
Cc2d2a,pCc2d2a
Myo15,pMyo15
Lox,pLox
Tctn3,pTctn3
Hist1h4a,pHist1h4a
Krt17,pKrt17
Hist1h2bl,pHist1h2bl
Calm2,pCalm2
Bag2,pBag2
Akr1b3,pAkr1b3
Krt79,pKrt79
Try10,pTry10
2210010C04Rik,p2210010C04Rik
Try5,pTry5
1810009J06Rik,p1810009J06Rik
Lima1,pLima1
Krt86,pKrt86
Krt33b,pKrt33b
Krt72,pKrt72
Exoc1,pExoc1
Nisch,pNisch
Sqrdl,pSqrdl
Cdc45,pCdc45
Tubb6,pTubb6
Naglu,pNaglu
Ciao1,pCiao1
Aldh1a3,pAldh1a3
Nek8,pNek8
Vcan,pVcan
Mroh1,pMroh1
Cep97,pCep97
Ankhd1,pAnkhd1
Epb4.1l5,pEpb4.1l5
Ermn,pErmn
Pcmtd2,pPcmtd2
Sh3bgrl3,pSh3bgrl3
Cald1,pCald1
Tmem43,pTmem43
Magee1,pMagee1
Pcm1,pPcm1
Rcn2,pRcn2
Lpp,pLpp
Exoc6b,pExoc6b
Ccp110,pCcp110
Palm,pPalm
Fkbp14,pFkbp14
Golga4,pGolga4
Zc3h12d,pZc3h12d
Cchcr1,pCchcr1
Cirh1a,pCirh1a
Pramel1,pPramel1
Pgrmc2,pPgrmc2
Pcmtd1,pPcmtd1
Hook2,pHook2
Eno1b,pEno1b
Zfp266,pZfp266
Exoc5,pExoc5
Ccdc102a,pCcdc102a
Anks6,pAnks6
Wdr35,pWdr35
Xpo5,pXpo5
Psma5,pPsma5
Hba-a1,pHba-a1
Ccdc110,pCcdc110
Rbm4,pRbm4
Tssk4,pTssk4
Fhod1,pFhod1
Gsdma,pGsdma
Vps13d,pVps13d
Smtn,pSmtn
Hoxb9,pHoxb9
Zc3h14,pZc3h14
Fam161b,pFam161b
Exoc3l4,pExoc3l4
Ssr1,pSsr1
Pde4d,pPde4d
Ttc27,pTtc27
Sac3d1,pSac3d1
Caly,pCaly
Klhl4,pKlhl4
Tmem63a,pTmem63a
Coq4,pCoq4
Prom2,pProm2
Kif2c,pKif2c
Sdf4,pSdf4
Tada2b,pTada2b
Cdc7,pCdc7
Ccr9,pCcr9
2610020H08Rik,p2610020H08Rik
Eri1,pEri1
Rbpms,pRbpms
1700007B14Rik,p1700007B14Rik
Fem1c,pFem1c
Frrs1,pFrrs1
Zswim5,pZswim5
Sik3,pSik3
Zbed5,pZbed5
Golgb1,pGolgb1
Vps13c,pVps13c
Lin54,pLin54
Krt20,pKrt20
Ankrd13b,pAnkrd13b
Muc5ac,pMuc5ac
Angptl6,pAngptl6
Nup205,pNup205
Plekhg1,pPlekhg1
Dnal1,pDnal1
E030002O03Rik,pE030002O03Rik
Saysd1,pSaysd1
Ddx28,pDdx28
Osr1,pOsr1
Fbxl13,pFbxl13
Glt1d1,pGlt1d1
Adam6b,pAdam6b
Tatdn2,pTatdn2
Gm13023,pGm13023
Serpinb7,pSerpinb7
H2-M9,pH2-M9
Ccin,pCcin
Gm13125,pGm13125
Eppk1,pEppk1
Chek2,pChek2
Camkv,pCamkv
Mctp1,pMctp1
Ak5,pAk5
Gm15800,pGm15800
Calm3,pCalm3
Camk2g,pCamk2g
Coro2a,pCoro2a
Psd3,pPsd3
Dmtn,pDmtn
Itpka,pItpka
Kctd16,pKctd16
Rogdi,pRogdi
Mtmr1,pMtmr1
Osbpl7,pOsbpl7
Padi2,pPadi2
Rasgrf2,pRasgrf2
Sptbn2,pSptbn2
Tfg,pTfg
Poglut1,pPoglut1
Pdia2,pPdia2
Erp29,pErp29
S100a1,pS100a1
Nlrp5,pNlrp5
Khdc3,pKhdc3
Robo3,pRobo3
Cnpy4,pCnpy4
Ralb,pRalb
Il1rl1,pIl1rl1
Helt,pHelt
Stx5a,pStx5a
Bet1,pBet1
Gosr1,pGosr1
Atp7a,pAtp7a
Pln,pPln
Lmcd1,pLmcd1
Rgs6,pRgs6
Rgs11,pRgs11
Dpys,pDpys
Dpysl4,pDpysl4
Plin1,pPlin1
Prdm16,pPrdm16
Stx8,pStx8
Vps41,pVps41
Vps39,pVps39
Fscb,pFscb
Pim1,pPim1
Mybpc3,pMybpc3
Myh2,pMyh2
Rab3b,pRab3b
Rab3c,pRab3c
Chrnb1,pChrnb1
Chrnd,pChrnd
Npr2,pNpr2
9130011E15Rik,p9130011E15Rik
Ak1,pAk1
Aldoart2,pAldoart2
Col6a1,pCol6a1
Prss3,pPrss3
H2afj,pH2afj
Hbb-b2,pHbb-b2
Mettl3,pMettl3
Mybph,pMybph
Myl1,pMyl1
Mylpf,pMylpf
Pvalb,pPvalb
Rtn2,pRtn2
Srsf4,pSrsf4
Tnnc2,pTnnc2
Nabp2,pNabp2
Syngr3,pSyngr3
Rnd2,pRnd2
Lonp2,pLonp2
Srfbp1,pSrfbp1
Fgf7,pFgf7
Fgf10,pFgf10
Fgf22,pFgf22
Loxl1,pLoxl1
Atp6v0a1,pAtp6v0a1
Atp6v0c,pAtp6v0c
Setbp1,pSetbp1
Tceal8,pTceal8
Nap1l5,pNap1l5
Lsp1,pLsp1
Klk6,pKlk6
Gabrb2,pGabrb2
Msx3,pMsx3
Cmya5,pCmya5
Sh2d1b2,pSh2d1b2
Ccl7,pCcl7
Map6d1,pMap6d1
Lgals4,pLgals4
Efna1,pEfna1
Stat4,pStat4
Rec114,pRec114
Atg16l2,pAtg16l2
Gfra3,pGfra3
Catsperg2,pCatsperg2
Neo1,pNeo1
Pmaip1,pPmaip1
Sash1,pSash1
Asun,pAsun
Sec16a,pSec16a
Rex2,pRex2
Zic3,pZic3
Bnc2,pBnc2
Zbtb34,pZbtb34
Raly,pRaly
Rbm4b,pRbm4b
Pum1,pPum1
Orc5,pOrc5
Qser1,pQser1
P2rx7,pP2rx7
Adra1d,pAdra1d
Cxcl2,pCxcl2
Lats1,pLats1
Abcc4,pAbcc4
Egfl7,pEgfl7
Agt,pAgt
Azi2,pAzi2
Trim55,pTrim55
Pmel,pPmel
Tnfsf9,pTnfsf9
Pink1,pPink1
Tcl1,pTcl1
Cd79b,pCd79b
Nsmce1,pNsmce1
Ern1,pErn1
Prnd,pPrnd
Zbtb7a,pZbtb7a
Kctd20,pKctd20
Neb,pNeb
Slc25a2,pSlc25a2
Ascl4,pAscl4
Ddit4l,pDdit4l
Nanos3,pNanos3
Anapc11,pAnapc11
Anapc10,pAnapc10
Hpx,pHpx
Apoh,pApoh
Isyna1,pIsyna1
Prx,pPrx
Atp6v0d1,pAtp6v0d1
Aif1l,pAif1l
Ddah1,pDdah1
Rnpep,pRnpep
Rcn3,pRcn3
Capg,pCapg
Serpinb6a,pSerpinb6a
Calb2,pCalb2
Spr,pSpr
Glo1,pGlo1
Hebp1,pHebp1
Cmpk1,pCmpk1
Idi1,pIdi1
Inmt,pInmt
Aprt,pAprt
Mettl7b,pMettl7b
Gstm1,pGstm1
Mpz,pMpz
Mgst1,pMgst1
Cdc26,pCdc26
Rnf157,pRnf157
Gabpa,pGabpa
Atp6v0b,pAtp6v0b
Ifitm2,pIfitm2
Wls,pWls
Ampd2,pAmpd2
St8sia2,pSt8sia2
Slc30a3,pSlc30a3
Atp4a,pAtp4a
Ylpm1,pYlpm1
Wtap,pWtap
Mb21d2,pMb21d2
Sfxn1,pSfxn1
Agpat5,pAgpat5
Mfsd10,pMfsd10
Vwa9,pVwa9
Gemin7,pGemin7
Naa40,pNaa40
Safb2,pSafb2
Pno1,pPno1
Dhrs7b,pDhrs7b
Bub3,pBub3
Ddx54,pDdx54
Tra2a,pTra2a
Nop9,pNop9
Ints8,pInts8
Exosc10,pExosc10
Abcf3,pAbcf3
Tmem33,pTmem33
Kif18b,pKif18b
Zfp516,pZfp516
Rpf2,pRpf2
Cpsf4,pCpsf4
Tomm22,pTomm22
Mettl16,pMettl16
Hbb-y,pHbb-y
Mthfd1l,pMthfd1l
Gdi2,pGdi2
Myadm,pMyadm
Pxdn,pPxdn
Ddost,pDdost
Aldh18a1,pAldh18a1
Atad2,pAtad2
Nifk,pNifk
Emg1,pEmg1
Rab1b,pRab1b
Ablim1,pAblim1
Aqr,pAqr
Kif20a,pKif20a
Utp6,pUtp6
Dimt1,pDimt1
Slc2a1,pSlc2a1
Csrp2,pCsrp2
Vars,pVars
Plod1,pPlod1
Nhp2l1,pNhp2l1
Dstn,pDstn
Nsa2,pNsa2
Pgam1,pPgam1
COX2,pCOX2
Ddx52,pDdx52
Urb1,pUrb1
Ints7,pInts7
Clic1,pClic1
Glipr2,pGlipr2
Smpd4,pSmpd4
Rrp1b,pRrp1b
Farsb,pFarsb
Arf4,pArf4
Akap2,pAkap2
Plod3,pPlod3
Nat10,pNat10
Nup160,pNup160
D19Bwg1357e,pD19Bwg1357e
Soat1,pSoat1
Hsd17b12,pHsd17b12
Wdr46,pWdr46
Ltn1,pLtn1
Cpsf3,pCpsf3
Ap3b1,pAp3b1
Ebna1bp2,pEbna1bp2
Itsn2,pItsn2
Nom1,pNom1
Vill,pVill
Umps,pUmps
Lypla1,pLypla1
Pmvk,pPmvk
Ddx50,pDdx50
Rps6ka4,pRps6ka4
Unc45a,pUnc45a
Arl2,pArl2
Nol11,pNol11
2410016O06Rik,p2410016O06Rik
Mgst3,pMgst3
Tmco1,pTmco1
Bmp2k,pBmp2k
Tbc1d9b,pTbc1d9b
Rpl22l1,pRpl22l1
Dctn5,pDctn5
Nrm,pNrm
Rab3il1,pRab3il1
Scfd1,pScfd1
Exoc2,pExoc2
Nhp2,pNhp2
Zscan26,pZscan26
Dcakd,pDcakd
Cox15,pCox15
Peg3,pPeg3
Sts,pSts
Hsd17b11,pHsd17b11
Uap1l1,pUap1l1
Ndst4,pNdst4
Psph,pPsph
Commd3,pCommd3
Ppm1f,pPpm1f
Rrs1,pRrs1
Rab3gap2,pRab3gap2
Far1,pFar1
Uba2,pUba2
Atp6v1c1,pAtp6v1c1
Nsun5,pNsun5
Pigr,pPigr
Lzts2,pLzts2
Bpnt1,pBpnt1
Tmem11,pTmem11
Nop10,pNop10
Rrp15,pRrp15
Gapvd1,pGapvd1
Palm3,pPalm3
Sgpl1,pSgpl1
Pex1,pPex1
Fbxo46,pFbxo46
Heatr3,pHeatr3
Cdc42bpg,pCdc42bpg
Krr1,pKrr1
Surf4,pSurf4
Agk,pAgk
Srd5a3,pSrd5a3
Ndc1,pNdc1
Tmx2,pTmx2
Tsen15,pTsen15
Impa1,pImpa1
Ormdl1,pOrmdl1
Fcf1,pFcf1
Sart1,pSart1
Vkorc1,pVkorc1
Mzt1,pMzt1
Higd1a,pHigd1a
Timm50,pTimm50
Tbc1d31,pTbc1d31
Ptplb,pPtplb
Tmem14c,pTmem14c
Brix1,pBrix1
Gpam,pGpam
Mogs,pMogs
Slc25a10,pSlc25a10
Stk26,pStk26
Ssr3,pSsr3
Tecr,pTecr
Ola1,pOla1
Lsr,pLsr
Timm17b,pTimm17b
Lsm5,pLsm5
Slc16a1,pSlc16a1
Nxn,pNxn
Sftpd,pSftpd
Rhebl1,pRhebl1
P4ha2,pP4ha2
Timm23,pTimm23
Eps8l2,pEps8l2
Nrk,pNrk
Rpl37a,pRpl37a
9030624J02Rik,p9030624J02Rik
Ikbkap,pIkbkap
Cgn,pCgn
Snx18,pSnx18
Unc45b,pUnc45b
Ctu1,pCtu1
Dmxl1,pDmxl1
Snx7,pSnx7
Slc35g1,pSlc35g1
Gmfb,pGmfb
Mdga1,pMdga1
Fkbp1a,pFkbp1a
Ascc3,pAscc3
Cdc42bpb,pCdc42bpb
Gzmf,pGzmf
Ftl1,pFtl1
C330027C09Rik,pC330027C09Rik
As3mt,pAs3mt
Ckap4,pCkap4
Rap1b,pRap1b
Galk1,pGalk1
Sec11a,pSec11a
Ostc,pOstc
Rhpn2,pRhpn2
Flot2,pFlot2
Plgrkt,pPlgrkt
Rpl36,pRpl36
Hip1,pHip1
Mtch2,pMtch2
Sar1b,pSar1b
Rhot1,pRhot1
Rras2,pRras2
Rab31,pRab31
Fam129b,pFam129b
Dtymk,pDtymk
Tbc1d15,pTbc1d15
Ston2,pSton2
Rhoc,pRhoc
Gfpt1,pGfpt1
Gart,pGart
Ipo4,pIpo4
Plekhg3,pPlekhg3
Copg1,pCopg1
Hist1h2bm,pHist1h2bm
Myo19,pMyo19
Clint1,pClint1
Nexn,pNexn
Senp8,pSenp8
Dyrk3,pDyrk3
Fbxw5,pFbxw5
Ube2c,pUbe2c
Mthfs,pMthfs
Samt1,pSamt1
Tgtp1,pTgtp1
Coq10a,pCoq10a
Ctdnep1,pCtdnep1
Birc7,pBirc7
Tcf15,pTcf15
Trappc10,pTrappc10
Rad51ap1,pRad51ap1
Serinc1,pSerinc1
Leprotl1,pLeprotl1
Spcs1,pSpcs1
Tmem30a,pTmem30a
Commd6,pCommd6
Laptm4a,pLaptm4a
Anp32e,pAnp32e
Plk2,pPlk2
Mkln1,pMkln1
Pnrc1,pPnrc1
Ggps1,pGgps1
Ghitm,pGhitm
Atp6ap2,pAtp6ap2
Myeov2,pMyeov2
Slc38a2,pSlc38a2
Lrrc58,pLrrc58
Yipf4,pYipf4
Herc1,pHerc1
Emc6,pEmc6
Sdhc,pSdhc
Cstf3,pCstf3
Gpr85,pGpr85
Slc38a1,pSlc38a1
Arl6ip1,pArl6ip1
Ptp4a2,pPtp4a2
Ppp1r15b,pPpp1r15b
Nfib,pNfib
Luc7l3,pLuc7l3
Cnih4,pCnih4
Fam13b,pFam13b
Hiatl1,pHiatl1
Npat,pNpat
Hmgcr,pHmgcr
Gtf2h5,pGtf2h5
Mllt6,pMllt6
Yipf6,pYipf6
Tcf7,pTcf7
Rab15,pRab15
Rab26,pRab26
Rab37,pRab37
Rab27b,pRab27b
Hist1h3a,pHist1h3a
Kcnj2,pKcnj2
Kcnj4,pKcnj4
Kcnd1,pKcnd1
H2afv,pH2afv
Morf4l2,pMorf4l2
Hdx,pHdx
Rab40c,pRab40c
Rhoj,pRhoj
LOC100044627,pLOC100044627
LOC100862455,pLOC100862455
Scin,pScin
Hic2,pHic2
Zc3h18,pZc3h18
Casz1,pCasz1
Cdk13,pCdk13
Cggbp1,pCggbp1
Zfp422,pZfp422
Zfp385a,pZfp385a
Zfp553,pZfp553
Prdm14,pPrdm14
Apobec3,pApobec3
Apobec1,pApobec1
Lrch4,pLrch4
Setd8,pSetd8
Pck1,pPck1
Capn15,pCapn15
B4galnt1,pB4galnt1
Ckap2l,pCkap2l
Lias,pLias
Mpo,pMpo
Pitrm1,pPitrm1
Ypel3,pYpel3
Tusc1,pTusc1
Adap1,pAdap1
Adra1b,pAdra1b
Irgm1,pIrgm1
H2-K1,pH2-K1
Kirrel,pKirrel
Steap2,pSteap2
Tmem176b,pTmem176b
Fat1,pFat1
Ppa2,pPpa2
Dctn3,pDctn3
Gstz1,pGstz1
Usp4,pUsp4
Usp12,pUsp12
Usp24,pUsp24
Usp34,pUsp34
Usp45,pUsp45
Hist1h3d,pHist1h3d
Hist1h4d,pHist1h4d
Dnajc9,pDnajc9
Sec23b,pSec23b
Anapc5,pAnapc5
Cdc23,pCdc23
Gtf3c3,pGtf3c3
Eml4,pEml4
Cdc16,pCdc16
Hspbap1,pHspbap1
Sbno2,pSbno2
Ankrd28,pAnkrd28
Akap12,pAkap12
Sde2,pSde2
Srsf5,pSrsf5
Usp39,pUsp39
H2afz,pH2afz
D1Pas1,pD1Pas1
Rad51c,pRad51c
Micall2,pMicall2
Nt5c,pNt5c
Ank2,pAnk2
Plcb1,pPlcb1
Synpo,pSynpo
Glul,pGlul
Anks1b,pAnks1b
Sptbn4,pSptbn4
Tln2,pTln2
Ppp6r1,pPpp6r1
Fbxo41,pFbxo41
Mpp2,pMpp2
Grm3,pGrm3
Rps6ka2,pRps6ka2
Ncdn,pNcdn
Dlgap4,pDlgap4
Anks1,pAnks1
Begain,pBegain
Fam81a,pFam81a
Fscn1,pFscn1
Gda,pGda
Gpr123,pGpr123
Gria4,pGria4
Grik5,pGrik5
Kcnj16,pKcnj16
Lgi1,pLgi1
Nbea,pNbea
Neto1,pNeto1
Nlgn2,pNlgn2
Nlgn3,pNlgn3
Pde2a,pPde2a
Ppap2b,pPpap2b
Rasal1,pRasal1
Dzank1,pDzank1
Lrrc15,pLrrc15
Mink1,pMink1
Tmem132b,pTmem132b
Dnajc6,pDnajc6
Bai3,pBai3
Pde4b,pPde4b
Rasal2,pRasal2
Ddn,pDdn
Adam9,pAdam9
Praf2,pPraf2
Cnrip1,pCnrip1
Cxxc4,pCxxc4
Sp100,pSp100
Ifi27,pIfi27
Cgrrf1,pCgrrf1
Dusp16,pDusp16
Mlh1,pMlh1
Lrrc16a,pLrrc16a
Fchsd2,pFchsd2
Akap11,pAkap11
Ndrg3,pNdrg3
Sphkap,pSphkap
Prkar1a,pPrkar1a
Ndrg2,pNdrg2
Kazn,pKazn
Atp2b3,pAtp2b3
Unc13b,pUnc13b
Hepacam,pHepacam
Vwa5a,pVwa5a
Ppfibp1,pPpfibp1
Gstm7,pGstm7
Entpd2,pEntpd2
Atl1,pAtl1
C2cd2l,pC2cd2l
Cds2,pCds2
Nes,pNes
Zc3hav1l,pZc3hav1l
Rnf185,pRnf185
Zfyve9,pZfyve9
Usp11,pUsp11
Fcho1,pFcho1
Fam175a,pFam175a
Ascc2,pAscc2
Mob4,pMob4
Usp32,pUsp32
Ercc2,pErcc2
Urgcp,pUrgcp
Ercc5,pErcc5
Mnat1,pMnat1
Klhl28,pKlhl28
Wdr45b,pWdr45b
Gtf2h4,pGtf2h4
Zranb3,pZranb3
Cuedc1,pCuedc1
Ercc4,pErcc4
Btbd2,pBtbd2
Rsc1a1,pRsc1a1
Ube3b,pUbe3b
Klhdc10,pKlhdc10
Klhdc3,pKlhdc3
Sprtn,pSprtn
Fam104a,pFam104a
Vps28,pVps28
Ubap1,pUbap1
Vps37a,pVps37a
Btbd1,pBtbd1
Cfap36,pCfap36
Ccdc92,pCcdc92
Usp37,pUsp37
Ankrd13a,pAnkrd13a
Klhdc2,pKlhdc2
Fbxo31,pFbxo31
Nub1,pNub1
Sccpdh,pSccpdh
Mrs2,pMrs2
Dhx32,pDhx32
Spata2,pSpata2
Khnyn,pKhnyn
N4bp1,pN4bp1
Herc4,pHerc4
Sssca1,pSssca1
Mycbp,pMycbp
Zfand6,pZfand6
Snf8,pSnf8
Pdpk1,pPdpk1
Lactb,pLactb
Llgl2,pLlgl2
Uchl4,pUchl4
Bhmt,pBhmt
Usp3,pUsp3
Zcchc10,pZcchc10
Cox11,pCox11
Tmem160,pTmem160
Adck5,pAdck5
Pld6,pPld6
Trap1a,pTrap1a
Rabep2,pRabep2
Zfyve19,pZfyve19
Ebp,pEbp
Kif15,pKif15
Rmi1,pRmi1
Ddx46,pDdx46
Cisd3,pCisd3
Rgs19,pRgs19
Arglu1,pArglu1
Gm21818,pGm21818
Tcstv3,pTcstv3
Tcstv1,pTcstv1
Lmtk2,pLmtk2
2210011C24Rik,p2210011C24Rik
Gng8,pGng8
Gng7,pGng7
Acot9,pAcot9
Cox7a2l,pCox7a2l
Mtfp1,pMtfp1
ND1,pND1
ND4,pND4
ND5,pND5
Ndufa11,pNdufa11
Slc25a20,pSlc25a20
Slc25a42,pSlc25a42
Fech,pFech
Crip2,pCrip2
Timmdc1,pTimmdc1
Cacna1e,pCacna1e
Gnaz,pGnaz
Grm2,pGrm2
Nlgn1,pNlgn1
Agap1,pAgap1
Kbtbd11,pKbtbd11
Kcnb2,pKcnb2
Ntrk3,pNtrk3
Pitpnm2,pPitpnm2
Shisa6,pShisa6
Cdh10,pCdh10
Gprin1,pGprin1
Lzts3,pLzts3
Map3k9,pMap3k9
Shisa7,pShisa7
Arpc1a,pArpc1a
Evi5l,pEvi5l
Pcdh7,pPcdh7
Pip5kl1,pPip5kl1
Pqbp1,pPqbp1
Sacs,pSacs
Soga1,pSoga1
Trp53bp2,pTrp53bp2
Frmpd3,pFrmpd3
Arhgef26,pArhgef26
Cnksr3,pCnksr3
Dlgap5,pDlgap5
Kif13b,pKif13b
Lrfn1,pLrfn1
Lrrtm1,pLrrtm1
Itih1,pItih1
Fam171a2,pFam171a2
Hecw1,pHecw1
Lmtk3,pLmtk3
Mdk,pMdk
Sh3bp5,pSh3bp5
Slc7a3,pSlc7a3
Soga3,pSoga3
Spata13,pSpata13
Spata20,pSpata20
