lncRNA_id,protein,edge_weight
lENSMUSG00000105068,Rnps1,1
lENSMUSG00000105068,SOX2,1
lENSMUSG00000105068,Sfpq,1
lENSMUSG00000105068,Srsf11,1
lENSMUSG00000105068,YTHDC2,1
lENSMUSG00000105073,Igf2bp3,1
lENSMUSG00000105077,SOX2,1
lENSMUSG00000105078,Ago2,1
lENSMUSG00000105078,Igf2bp3,1
lENSMUSG00000105078,LIN28A,1
lENSMUSG00000105078,LIN28B,1
lENSMUSG00000105081,Ago2,3
lENSMUSG00000105081,m6A,1
lENSMUSG00000105082,Ago2,2
lENSMUSG00000105082,DDX5,1
lENSMUSG00000105082,Dazl,1
lENSMUSG00000105082,Igf2bp3,1
lENSMUSG00000105082,LIN28A,1
lENSMUSG00000105082,LIN28B,1
lENSMUSG00000105082,Ythdf1,1
lENSMUSG00000105083,Ago2,1
lENSMUSG00000105085,Ago2,2
lENSMUSG00000105085,Dazl,1
lENSMUSG00000105085,Igf2bp3,1
lENSMUSG00000105085,LIN28A,1
lENSMUSG00000105085,LIN28B,1
lENSMUSG00000105085,Pum2,1
lENSMUSG00000105085,YTHDC2,1
lENSMUSG00000105085,m6A,1
lENSMUSG00000105092,LIN28A,1
lENSMUSG00000105092,LIN28B,1
lENSMUSG00000105092,Pum2,1
lENSMUSG00000105093,Ago2,1
lENSMUSG00000105097,Ago2,1
lENSMUSG00000105097,LIN28B,1
lENSMUSG00000105097,Pum2,1
lENSMUSG00000105102,Ago2,2
lENSMUSG00000105102,CELF6,1
lENSMUSG00000105102,Dazl,2
lENSMUSG00000105102,FMRP,1
lENSMUSG00000105102,Igf2bp3,1
lENSMUSG00000105102,LIN28A,1
lENSMUSG00000105102,LIN28B,1
lENSMUSG00000105102,Sfpq,1
lENSMUSG00000105102,Srsf1,1
lENSMUSG00000105102,Trim71,1
lENSMUSG00000105105,Ago2,2
lENSMUSG00000105105,Dazl,2
lENSMUSG00000105105,Igf2bp3,1
lENSMUSG00000105105,LIN28A,1
lENSMUSG00000105105,LIN28B,1
lENSMUSG00000105105,Rnps1,1
lENSMUSG00000105106,Ago2,1
lENSMUSG00000105106,Dazl,1
lENSMUSG00000105113,Ago2,2
lENSMUSG00000105114,Dazl,1
lENSMUSG00000105114,Igf2bp3,1
lENSMUSG00000105124,Ago2,2
lENSMUSG00000105124,Rnps1,1
lENSMUSG00000105126,Igf2bp3,1
lENSMUSG00000105126,LIN28A,1
lENSMUSG00000105126,LIN28B,1
lENSMUSG00000105127,Ago2,1
lENSMUSG00000105130,Ago2,2
lENSMUSG00000105130,Dazl,1
lENSMUSG00000105130,LIN28A,1
lENSMUSG00000105137,Ago2,1
lENSMUSG00000105137,Elav1,1
lENSMUSG00000105139,Ago2,1
lENSMUSG00000105143,Ago2,1
lENSMUSG00000105143,m6A,1
lENSMUSG00000105148,Ago2,1
lENSMUSG00000105150,Dazl,1
lENSMUSG00000105150,FMRP,1
lENSMUSG00000105150,Igf2bp3,1
lENSMUSG00000105152,CELF6,1
lENSMUSG00000105152,QK-6,1
lENSMUSG00000105152,Srrm4,1
lENSMUSG00000105153,Igf2bp3,1
lENSMUSG00000105153,LIN28A,1
lENSMUSG00000105153,PUM2,1
lENSMUSG00000105153,Pum2,1
lENSMUSG00000105154,SOX2,1
lENSMUSG00000105157,Ago2,1
lENSMUSG00000105157,Dazl,1
lENSMUSG00000105157,Igf2bp3,1
lENSMUSG00000105157,LIN28A,1
lENSMUSG00000105157,LIN28B,1
lENSMUSG00000105157,SOX2,1
lENSMUSG00000105157,Trim71,1
lENSMUSG00000105157,YTHDC2,1
lENSMUSG00000105161,Ago2,2
lENSMUSG00000105161,Dazl,1
lENSMUSG00000105161,Igf2bp3,1
lENSMUSG00000105161,LIN28A,1
lENSMUSG00000105163,Ago2,1
lENSMUSG00000105168,Dazl,1
lENSMUSG00000105168,Igf2bp3,1
lENSMUSG00000105168,LIN28A,1
lENSMUSG00000105168,LIN28B,1
lENSMUSG00000105168,m6A,1
lENSMUSG00000105171,Ago2,2
lENSMUSG00000105177,Ago2,1
lENSMUSG00000105185,Ago2,1
lENSMUSG00000105185,CELF6,1
lENSMUSG00000105185,Dazl,2
lENSMUSG00000105185,Igf2bp3,1
lENSMUSG00000105185,LIN28A,1
lENSMUSG00000105185,LIN28B,1
lENSMUSG00000105185,Nova,1
lENSMUSG00000105185,Pum2,1
lENSMUSG00000105190,Ago2,1
lENSMUSG00000105190,Dazl,2
lENSMUSG00000105190,Igf2bp3,1
lENSMUSG00000105190,LIN28A,1
lENSMUSG00000105190,LIN28B,1
lENSMUSG00000105190,Pum2,1
lENSMUSG00000105195,Ago2,2
lENSMUSG00000105195,CSDE1,1
lENSMUSG00000105195,Dazl,1
lENSMUSG00000105195,Igf2bp3,1
lENSMUSG00000105195,LIN28A,2
lENSMUSG00000105195,LIN28B,1
lENSMUSG00000105195,NPM1,1
lENSMUSG00000105199,Ago2,2
lENSMUSG00000105199,Dazl,1
lENSMUSG00000105199,LIN28A,1
lENSMUSG00000105208,Dazl,1
lENSMUSG00000105218,Ago2,1
lENSMUSG00000105218,Dazl,1
lENSMUSG00000105218,Igf2bp3,1
lENSMUSG00000105218,LIN28A,1
lENSMUSG00000105218,LIN28B,1
lENSMUSG00000105218,m6A,1
lENSMUSG00000105219,Ago2,1
lENSMUSG00000105219,CSDE1,1
lENSMUSG00000105219,Dazl,1
lENSMUSG00000105219,Igf2bp3,1
lENSMUSG00000105219,LIN28A,2
lENSMUSG00000105219,LIN28B,1
lENSMUSG00000105219,YTHDC2,1
lENSMUSG00000105224,Ago2,1
lENSMUSG00000105224,FMRP,1
lENSMUSG00000105227,Ago2,2
lENSMUSG00000105227,Dazl,2
lENSMUSG00000105227,Igf2bp3,1
lENSMUSG00000105227,LIN28A,1
lENSMUSG00000105227,LIN28B,1
lENSMUSG00000105227,Pum2,1
lENSMUSG00000105227,SOX2,1
lENSMUSG00000105229,Ago2,1
lENSMUSG00000105229,Dazl,2
lENSMUSG00000105229,LIN28B,1
lENSMUSG00000105233,Ago2,1
lENSMUSG00000105234,Ago2,1
lENSMUSG00000105234,Dazl,1
lENSMUSG00000105234,Igf2bp3,1
lENSMUSG00000105234,LIN28A,1
lENSMUSG00000105234,hnRNPL,1
lENSMUSG00000105237,LIN28B,1
lENSMUSG00000105239,Ago2,4
lENSMUSG00000105239,Dazl,3
lENSMUSG00000105239,FMRP,1
lENSMUSG00000105239,Igf2bp3,1
lENSMUSG00000105239,LIN28A,1
lENSMUSG00000105239,LIN28B,1
lENSMUSG00000105239,Pum2,1
lENSMUSG00000105239,Rnps1,1
lENSMUSG00000105239,Sfpq,1
lENSMUSG00000105239,Srsf1,1
lENSMUSG00000105239,hnRNPL,1
lENSMUSG00000105240,Igf2bp3,1
lENSMUSG00000105240,LIN28A,1
lENSMUSG00000105241,Igf2bp3,1
lENSMUSG00000105241,LIN28B,1
lENSMUSG00000105241,Pum2,1
lENSMUSG00000105245,Ago2,3
lENSMUSG00000105245,Dazl,1
lENSMUSG00000105245,Igf2bp3,1
lENSMUSG00000105245,LIN28A,2
lENSMUSG00000105245,LIN28B,1
lENSMUSG00000105246,Igf2bp3,1
lENSMUSG00000105254,ALKBH1,1
lENSMUSG00000105254,Ago2,1
lENSMUSG00000105254,CELF6,1
lENSMUSG00000105254,Dazl,3
lENSMUSG00000105254,FMRP,1
lENSMUSG00000105254,Igf2bp3,1
lENSMUSG00000105254,LIN28A,2
lENSMUSG00000105254,LIN28B,1
lENSMUSG00000105254,Srsf1,1
lENSMUSG00000105254,YTHDC2,1
lENSMUSG00000105255,Ago2,5
lENSMUSG00000105255,Dazl,1
lENSMUSG00000105255,Elav1,2
lENSMUSG00000105255,Igf2bp3,1
lENSMUSG00000105255,LIN28A,1
lENSMUSG00000105255,Ythdf1,1
lENSMUSG00000105255,m6A,1
lENSMUSG00000105258,Ago2,2
lENSMUSG00000105258,LIN28A,1
lENSMUSG00000105260,Dazl,1
lENSMUSG00000105260,LIN28A,1
lENSMUSG00000105260,LIN28B,1
lENSMUSG00000105264,Ago2,1
lENSMUSG00000105264,Dazl,2
lENSMUSG00000105264,FMRP,1
lENSMUSG00000105264,Igf2bp3,1
lENSMUSG00000105264,LIN28A,1
lENSMUSG00000105264,LIN28B,1
lENSMUSG00000105271,Ago2,1
lENSMUSG00000105271,LIN28A,1
lENSMUSG00000105271,LIN28B,1
lENSMUSG00000105274,Ago2,2
lENSMUSG00000105274,CELF6,1
lENSMUSG00000105274,Dazl,3
lENSMUSG00000105274,Igf2bp3,1
lENSMUSG00000105274,LIN28A,1
lENSMUSG00000105274,LIN28B,1
lENSMUSG00000105274,Nova,1
lENSMUSG00000105274,Pum2,1
lENSMUSG00000105274,Srsf1,1
lENSMUSG00000105274,Trim71,1
lENSMUSG00000105275,Dazl,1
lENSMUSG00000105275,LIN28A,1
lENSMUSG00000105276,Ago2,2
lENSMUSG00000105276,Igf2bp3,1
lENSMUSG00000105276,LIN28A,1
lENSMUSG00000105276,LIN28B,1
lENSMUSG00000105276,Pum2,1
lENSMUSG00000105277,Ago2,3
lENSMUSG00000105279,Igf2bp3,1
lENSMUSG00000105279,LIN28A,1
lENSMUSG00000105279,LIN28B,1
lENSMUSG00000105279,SOX2,1
lENSMUSG00000105280,LIN28A,1
lENSMUSG00000105283,Ago2,2
lENSMUSG00000105283,Dazl,2
lENSMUSG00000105283,Sfpq,1
lENSMUSG00000105283,Srsf11,1
lENSMUSG00000105286,Ago2,1
lENSMUSG00000105286,Igf2bp3,1
lENSMUSG00000105286,LIN28A,1
lENSMUSG00000105286,LIN28B,1
lENSMUSG00000105287,Ago2,1
lENSMUSG00000105287,LIN28A,1
lENSMUSG00000105287,LIN28B,1
lENSMUSG00000105295,Ago2,1
lENSMUSG00000105295,Dazl,1
lENSMUSG00000105295,Igf2bp3,1
lENSMUSG00000105295,LIN28A,1
lENSMUSG00000105295,LIN28B,1
lENSMUSG00000105296,Ago2,1
lENSMUSG00000105296,LIN28B,1
lENSMUSG00000105296,SOX2,1
lENSMUSG00000105296,Srsf1,1
lENSMUSG00000105297,Ago2,2
lENSMUSG00000105297,Dazl,2
lENSMUSG00000105297,IDH1,1
lENSMUSG00000105297,Igf2bp3,1
lENSMUSG00000105297,LIN28A,1
lENSMUSG00000105297,LIN28B,1
lENSMUSG00000105297,Sfpq,1
lENSMUSG00000105298,Igf2bp3,1
lENSMUSG00000105298,LIN28B,1
lENSMUSG00000105298,Pum2,1
lENSMUSG00000105304,Ago2,1
lENSMUSG00000105304,Dazl,1
lENSMUSG00000105304,Elav1,1
lENSMUSG00000105304,Trim71,1
lENSMUSG00000105308,Ago2,2
lENSMUSG00000105308,Igf2bp3,1
lENSMUSG00000105308,LIN28B,1
lENSMUSG00000105311,Ago2,3
lENSMUSG00000105311,Dazl,2
lENSMUSG00000105311,Elav1,1
lENSMUSG00000105311,Igf2bp3,1
lENSMUSG00000105311,LIN28A,1
lENSMUSG00000105316,Ago2,1
lENSMUSG00000105316,Dazl,1
lENSMUSG00000105316,LIN28A,1
lENSMUSG00000105317,Ago2,2
lENSMUSG00000105317,Igf2bp3,1
lENSMUSG00000105317,LIN28A,1
lENSMUSG00000105317,LIN28B,1
lENSMUSG00000105317,PUM2,1
lENSMUSG00000105320,Ago2,4
lENSMUSG00000105320,CELF6,1
lENSMUSG00000105320,Dazl,1
lENSMUSG00000105320,Igf2bp3,1
lENSMUSG00000105320,LIN28A,1
lENSMUSG00000105320,LIN28B,1
lENSMUSG00000105320,Mettl3,1
lENSMUSG00000105320,NPM1,1
lENSMUSG00000105320,PUM2,1
lENSMUSG00000105320,Pum2,1
lENSMUSG00000105320,Rnps1,1
lENSMUSG00000105320,Trim71,1
lENSMUSG00000105320,hnRNPL,1
lENSMUSG00000105324,Ago2,2
lENSMUSG00000105324,Dazl,3
lENSMUSG00000105324,Igf2bp3,1
lENSMUSG00000105324,LIN28A,1
lENSMUSG00000105324,LIN28B,1
lENSMUSG00000105324,Pum2,1
lENSMUSG00000105324,SOX2,1
lENSMUSG00000105324,YTHDC2,1
lENSMUSG00000105325,Dazl,1
lENSMUSG00000105325,LIN28A,1
lENSMUSG00000105325,LIN28B,1
lENSMUSG00000105331,Ago2,3
lENSMUSG00000105331,CSDE1,1
lENSMUSG00000105331,Dazl,2
lENSMUSG00000105331,Igf2bp3,1
lENSMUSG00000105331,LIN28A,1
lENSMUSG00000105331,LIN28B,1
lENSMUSG00000105331,Pum2,1
lENSMUSG00000105331,Srsf1,1
lENSMUSG00000105331,YTHDC2,1
lENSMUSG00000105331,hnRNPL,1
lENSMUSG00000105331,m6A,1
lENSMUSG00000105335,Dazl,2
lENSMUSG00000105335,Igf2bp3,1
lENSMUSG00000105335,LIN28A,1
lENSMUSG00000105335,LIN28B,1
lENSMUSG00000105335,Pum2,1
lENSMUSG00000105336,Ago2,1
lENSMUSG00000105337,Ago2,2
lENSMUSG00000105337,Igf2bp3,1
lENSMUSG00000105337,LIN28A,1
lENSMUSG00000105337,LIN28B,1
lENSMUSG00000105338,Ago2,2
lENSMUSG00000105339,Ago2,5
lENSMUSG00000105339,Elav1,1
lENSMUSG00000105339,PUM2,1
lENSMUSG00000105339,Ythdf1,1
lENSMUSG00000105339,m6A,1
lENSMUSG00000105345,Ago2,1
lENSMUSG00000105345,hnRNP H,1
lENSMUSG00000105349,Ago2,1
lENSMUSG00000105349,Dazl,1
lENSMUSG00000105350,Ago2,1
lENSMUSG00000105350,Dazl,2
lENSMUSG00000105350,LIN28A,2
lENSMUSG00000105350,Nova,1
lENSMUSG00000105350,hnRNP H,1
lENSMUSG00000105350,hnRNPL,1
lENSMUSG00000105352,LIN28A,1
lENSMUSG00000105352,PUM2,1
lENSMUSG00000105353,Dazl,1
lENSMUSG00000105353,PUM2,1
lENSMUSG00000105355,Ago2,3
lENSMUSG00000105355,Igf2bp3,1
lENSMUSG00000105355,LIN28B,1
lENSMUSG00000105376,Ago2,3
lENSMUSG00000105376,Dazl,2
lENSMUSG00000105376,FMRP,1
lENSMUSG00000105376,Igf2bp3,1
lENSMUSG00000105376,LIN28A,1
lENSMUSG00000105376,LIN28B,1
lENSMUSG00000105376,Pum2,1
lENSMUSG00000105376,Sfpq,1
lENSMUSG00000105384,Ago2,1
lENSMUSG00000105387,Dazl,1
lENSMUSG00000105387,Igf2bp3,1
lENSMUSG00000105387,LIN28A,1
lENSMUSG00000105387,LIN28B,1
lENSMUSG00000105388,Ago2,4
lENSMUSG00000105391,Ago2,3
lENSMUSG00000105391,Igf2bp3,1
lENSMUSG00000105391,LIN28A,1
lENSMUSG00000105391,Pum2,1
lENSMUSG00000105391,hnRNP H,1
lENSMUSG00000105394,Dazl,1
lENSMUSG00000105395,Ago2,1
lENSMUSG00000105395,Igf2bp3,1
lENSMUSG00000105395,LIN28B,1
lENSMUSG00000105396,Ago2,1
lENSMUSG00000105396,Dazl,1
lENSMUSG00000105401,Ago2,2
lENSMUSG00000105401,Dazl,1
lENSMUSG00000105401,LIN28A,1
lENSMUSG00000105401,LIN28B,1
lENSMUSG00000105402,Dazl,1
lENSMUSG00000105402,Igf2bp3,1
lENSMUSG00000105402,LIN28A,1
lENSMUSG00000105402,LIN28B,1
lENSMUSG00000105402,Pum2,1
lENSMUSG00000105402,Sfpq,1
lENSMUSG00000105402,YTHDC2,1
lENSMUSG00000105408,Ago2,1
lENSMUSG00000105412,Ago2,1
lENSMUSG00000105412,Dazl,1
lENSMUSG00000105412,Igf2bp3,1
lENSMUSG00000105412,LIN28A,1
lENSMUSG00000105412,LIN28B,1
lENSMUSG00000105423,Ago2,1
lENSMUSG00000105423,Dazl,2
lENSMUSG00000105423,Igf2bp3,1
lENSMUSG00000105423,LIN28A,1
lENSMUSG00000105423,LIN28B,1
lENSMUSG00000105423,Pum2,1
lENSMUSG00000105423,Rnps1,1
lENSMUSG00000105423,Trim71,1
lENSMUSG00000105427,Ago2,1
lENSMUSG00000105427,Dazl,1
lENSMUSG00000105427,Igf2bp3,1
lENSMUSG00000105427,Rnps1,1
lENSMUSG00000105430,Ago2,2
lENSMUSG00000105430,LIN28A,1
lENSMUSG00000105436,Ago2,1
lENSMUSG00000105436,Dazl,1
lENSMUSG00000105436,LIN28B,1
lENSMUSG00000105437,Ago2,1
lENSMUSG00000105437,Igf2bp3,1
lENSMUSG00000105437,LIN28A,1
lENSMUSG00000105437,PUM2,1
lENSMUSG00000105439,Ago2,1
lENSMUSG00000105439,CELF6,1
lENSMUSG00000105439,Dazl,3
lENSMUSG00000105439,Igf2bp3,1
lENSMUSG00000105439,LIN28A,1
lENSMUSG00000105439,LIN28B,1
lENSMUSG00000105439,Pum2,1
lENSMUSG00000105439,Trim71,1
lENSMUSG00000105439,hnRNPL,1
lENSMUSG00000105440,Ago2,1
lENSMUSG00000105440,Dazl,1
lENSMUSG00000105440,LIN28A,1
lENSMUSG00000105440,LIN28B,1
lENSMUSG00000105443,Ago2,2
lENSMUSG00000105443,Igf2bp3,1
lENSMUSG00000105447,Ago2,1
lENSMUSG00000105447,PUM2,1
lENSMUSG00000105447,hnRNP H,1
lENSMUSG00000105447,m6A,1
lENSMUSG00000105452,Ago2,3
lENSMUSG00000105452,Dazl,1
lENSMUSG00000105452,Ythdf1,1
lENSMUSG00000105452,m6A,1
lENSMUSG00000105471,Ago2,3
lENSMUSG00000105471,Dazl,1
lENSMUSG00000105471,Igf2bp3,1
lENSMUSG00000105471,LIN28A,1
lENSMUSG00000105471,LIN28B,1
lENSMUSG00000105472,Ago2,1
lENSMUSG00000105472,LIN28A,1
lENSMUSG00000105472,LIN28B,1
lENSMUSG00000105475,Ago2,1
lENSMUSG00000105475,Dazl,1
lENSMUSG00000105475,Igf2bp3,1
lENSMUSG00000105475,LIN28B,1
lENSMUSG00000105475,SOX2,1
lENSMUSG00000105476,Dazl,1
lENSMUSG00000105476,Igf2bp3,1
lENSMUSG00000105476,LIN28A,1
lENSMUSG00000105476,LIN28B,1
lENSMUSG00000105479,Igf2bp3,1
lENSMUSG00000105479,LIN28A,1
lENSMUSG00000105482,Ago2,1
lENSMUSG00000105482,SOX2,1
lENSMUSG00000105482,hnRNP H,1
lENSMUSG00000105484,Ago2,2
lENSMUSG00000105484,CELF6,1
lENSMUSG00000105484,Dazl,2
lENSMUSG00000105484,FMRP,1
lENSMUSG00000105484,Igf2bp3,1
lENSMUSG00000105484,LIN28A,1
lENSMUSG00000105484,LIN28B,1
lENSMUSG00000105484,Rnps1,1
lENSMUSG00000105484,Srsf1,1
lENSMUSG00000105484,hnRNPL,1
lENSMUSG00000105489,Dazl,1
lENSMUSG00000105489,Igf2bp3,1
lENSMUSG00000105489,LIN28A,1
lENSMUSG00000105489,LIN28B,1
lENSMUSG00000105490,Ago2,2
lENSMUSG00000105490,Igf2bp3,1
lENSMUSG00000105490,LIN28A,1
lENSMUSG00000105490,LIN28B,1
lENSMUSG00000105490,Pum2,1
lENSMUSG00000105490,Srsf1,1
lENSMUSG00000105498,Ago2,1
lENSMUSG00000105503,Ago2,1
lENSMUSG00000105503,Igf2bp3,1
lENSMUSG00000105503,Srsf11,1
lENSMUSG00000105506,Dazl,2
lENSMUSG00000105506,LIN28A,1
lENSMUSG00000105508,CELF6,1
lENSMUSG00000105508,Dazl,2
lENSMUSG00000105508,LIN28A,1
lENSMUSG00000105509,Ago2,1
lENSMUSG00000105509,hnRNP H,1
lENSMUSG00000105509,m6A,1
lENSMUSG00000105511,Igf2bp3,1
lENSMUSG00000105511,LIN28A,1
lENSMUSG00000105511,LIN28B,1
lENSMUSG00000105511,Pum2,1
lENSMUSG00000105512,Ago2,1
lENSMUSG00000105516,Ago2,2
lENSMUSG00000105516,Dazl,1
lENSMUSG00000105516,Igf2bp3,1
lENSMUSG00000105516,LIN28A,1
lENSMUSG00000105516,LIN28B,1
lENSMUSG00000105516,SOX2,1
lENSMUSG00000105516,m6A,1
lENSMUSG00000105531,Ago2,1
lENSMUSG00000105531,LIN28B,1
lENSMUSG00000105534,Ago2,2
lENSMUSG00000105534,Dazl,1
lENSMUSG00000105534,LIN28A,1
lENSMUSG00000105535,LIN28A,1
lENSMUSG00000105535,LIN28B,1
lENSMUSG00000105536,Ago2,1
lENSMUSG00000105536,CSDE1,1
lENSMUSG00000105536,Dazl,1
lENSMUSG00000105536,LIN28A,2
lENSMUSG00000105536,Mettl3,1
lENSMUSG00000105538,Ago2,1
lENSMUSG00000105541,Ago2,1
lENSMUSG00000105541,LIN28A,1
lENSMUSG00000105550,Ago2,1
lENSMUSG00000105551,Ago2,1
lENSMUSG00000105552,AID,1
lENSMUSG00000105552,Ago2,10
lENSMUSG00000105552,CELF6,1
lENSMUSG00000105552,CSDE1,1
lENSMUSG00000105552,Dazl,3
lENSMUSG00000105552,Elav1,1
lENSMUSG00000105552,Igf2bp3,1
lENSMUSG00000105552,LIN28,1
lENSMUSG00000105552,LIN28A,2
lENSMUSG00000105552,LIN28B,1
lENSMUSG00000105552,Mettl3,1
lENSMUSG00000105552,NLRP3,1
lENSMUSG00000105552,PUM2,1
lENSMUSG00000105552,SUZ12,1
lENSMUSG00000105552,Srsf1,1
lENSMUSG00000105552,Ythdf1,1
lENSMUSG00000105552,hnRNP H,1
lENSMUSG00000105552,hnRNPL,1
lENSMUSG00000105552,m6A,1
lENSMUSG00000105554,Ago2,1
lENSMUSG00000105554,Dazl,1
lENSMUSG00000105558,Ago2,2
lENSMUSG00000105558,Ythdf1,1
lENSMUSG00000105558,m6A,1
lENSMUSG00000105560,Dazl,1
lENSMUSG00000105560,LIN28A,1
lENSMUSG00000105560,Pum2,1
lENSMUSG00000105561,Ago2,1
lENSMUSG00000105561,Elav1,1
lENSMUSG00000105561,LIN28B,1
lENSMUSG00000105565,Dazl,1
lENSMUSG00000105565,LIN28A,1
lENSMUSG00000105565,LIN28B,1
lENSMUSG00000105565,Srsf1,1
lENSMUSG00000105565,hnRNP H,1
lENSMUSG00000105570,Dazl,1
lENSMUSG00000105570,LIN28A,1
lENSMUSG00000105570,LIN28B,1
lENSMUSG00000105579,Ago2,1
lENSMUSG00000105579,Dazl,2
lENSMUSG00000105579,FMRP,1
lENSMUSG00000105579,Igf2bp3,1
lENSMUSG00000105579,LIN28A,1
lENSMUSG00000105579,LIN28B,1
lENSMUSG00000105579,Pum2,1
lENSMUSG00000105579,YTHDC2,1
lENSMUSG00000105588,LIN28B,1
lENSMUSG00000105588,Pum2,1
lENSMUSG00000105593,Ago2,1
lENSMUSG00000105593,CELF6,1
lENSMUSG00000105593,Dazl,2
lENSMUSG00000105593,Igf2bp3,1
lENSMUSG00000105593,LIN28A,1
lENSMUSG00000105593,LIN28B,1
lENSMUSG00000105593,Pum2,1
lENSMUSG00000105593,SOX2,1
lENSMUSG00000105593,Sfpq,2
lENSMUSG00000105596,Ago2,1
lENSMUSG00000105596,Sfpq,1
lENSMUSG00000105596,hnRNPL,1
lENSMUSG00000105600,Sfpq,1
lENSMUSG00000105602,Ago2,1
lENSMUSG00000105602,Igf2bp3,1
lENSMUSG00000105602,LIN28A,1
lENSMUSG00000105602,LIN28B,1
lENSMUSG00000105602,Pum2,1
lENSMUSG00000105603,Igf2bp3,1
lENSMUSG00000105603,LIN28A,1
lENSMUSG00000105603,LIN28B,1
lENSMUSG00000105604,Ago2,2
lENSMUSG00000105604,Dazl,1
lENSMUSG00000105604,m6A,1
lENSMUSG00000105611,Smchd1,1
lENSMUSG00000105614,LIN28B,1
lENSMUSG00000105615,Dazl,1
lENSMUSG00000105615,Igf2bp3,1
lENSMUSG00000105615,LIN28A,1
lENSMUSG00000105615,LIN28B,1
lENSMUSG00000105617,Ago2,5
lENSMUSG00000105617,CELF6,1
lENSMUSG00000105617,CSDE1,1
lENSMUSG00000105617,Dazl,2
lENSMUSG00000105617,Elav1,1
lENSMUSG00000105617,Igf2bp3,1
lENSMUSG00000105617,LIN28A,1
lENSMUSG00000105617,LIN28B,1
lENSMUSG00000105617,Pum2,1
lENSMUSG00000105617,Srsf1,1
lENSMUSG00000105617,hnRNP H,1
lENSMUSG00000105617,m6A,1
lENSMUSG00000105625,Ago2,1
lENSMUSG00000105636,Ago2,2
lENSMUSG00000105640,Dazl,1
lENSMUSG00000105640,Elav1,1
lENSMUSG00000105640,Igf2bp3,1
lENSMUSG00000105640,LIN28A,1
lENSMUSG00000105640,LIN28B,1
lENSMUSG00000105645,Ago2,3
lENSMUSG00000105646,Ago2,2
lENSMUSG00000105646,Dazl,2
lENSMUSG00000105646,Igf2bp3,1
lENSMUSG00000105646,LIN28A,1
lENSMUSG00000105646,LIN28B,1
lENSMUSG00000105647,Ago2,1
lENSMUSG00000105647,Dazl,1
lENSMUSG00000105650,Igf2bp3,1
lENSMUSG00000105650,LIN28A,1
lENSMUSG00000105650,LIN28B,1
lENSMUSG00000105650,hnRNP H,1
lENSMUSG00000105651,Ago2,1
lENSMUSG00000105651,Dazl,1
lENSMUSG00000105651,Igf2bp3,1
lENSMUSG00000105651,LIN28B,1
lENSMUSG00000105651,Srsf1,1
lENSMUSG00000105652,Igf2bp3,1
lENSMUSG00000105652,LIN28A,1
lENSMUSG00000105652,LIN28B,1
lENSMUSG00000105652,Pum2,1
lENSMUSG00000105655,Ago2,2
lENSMUSG00000105655,Elav1,1
lENSMUSG00000105656,Ago2,1
lENSMUSG00000105656,Dazl,2
lENSMUSG00000105656,hnRNP H,1
lENSMUSG00000105658,LIN28B,1
lENSMUSG00000105659,Ago2,2
lENSMUSG00000105662,Dazl,1
lENSMUSG00000105662,IDH1,1
lENSMUSG00000105662,Igf2bp3,1
lENSMUSG00000105662,LIN28A,1
lENSMUSG00000105662,LIN28B,1
lENSMUSG00000105662,Pum2,1
lENSMUSG00000105664,Ago2,2
lENSMUSG00000105664,Dazl,1
lENSMUSG00000105664,LIN28A,1
lENSMUSG00000105673,Dazl,2
lENSMUSG00000105673,Igf2bp3,1
lENSMUSG00000105673,LIN28A,1
lENSMUSG00000105673,LIN28B,1
lENSMUSG00000105676,Ago2,1
lENSMUSG00000105676,Dazl,1
lENSMUSG00000105676,LIN28B,1
lENSMUSG00000105677,Ago2,1
lENSMUSG00000105686,Ago2,1
lENSMUSG00000105686,Igf2bp3,1
lENSMUSG00000105686,LIN28A,1
lENSMUSG00000105686,LIN28B,1
lENSMUSG00000105687,Ago2,1
lENSMUSG00000105687,Rnps1,1
lENSMUSG00000105688,Dazl,1
lENSMUSG00000105688,Igf2bp3,1
lENSMUSG00000105688,LIN28A,1
lENSMUSG00000105688,LIN28B,1
lENSMUSG00000105688,YTHDC2,1
lENSMUSG00000105689,Ago2,1
lENSMUSG00000105689,Dazl,1
lENSMUSG00000105696,Ago2,1
lENSMUSG00000105696,Dazl,1
lENSMUSG00000105696,Igf2bp3,1
lENSMUSG00000105699,Ago2,1
lENSMUSG00000105699,Dazl,1
lENSMUSG00000105704,Ago2,4
lENSMUSG00000105704,Dazl,1
lENSMUSG00000105704,Elav1,1
lENSMUSG00000105704,Igf2bp3,1
lENSMUSG00000105704,LIN28A,1
lENSMUSG00000105704,LIN28B,1
lENSMUSG00000105704,m6A,1
lENSMUSG00000105705,Dazl,2
lENSMUSG00000105705,LIN28B,1
lENSMUSG00000105705,Pum2,1
lENSMUSG00000105705,Smchd1,1
lENSMUSG00000105706,Ago2,2
lENSMUSG00000105706,Dazl,1
lENSMUSG00000105713,Igf2bp3,1
lENSMUSG00000105713,LIN28A,1
lENSMUSG00000105713,LIN28B,1
lENSMUSG00000105717,Ago2,2
lENSMUSG00000105717,Dazl,1
lENSMUSG00000105717,SOX2,1
lENSMUSG00000105717,Srsf1,1
lENSMUSG00000105722,Igf2bp3,1
lENSMUSG00000105722,LIN28A,1
lENSMUSG00000105722,LIN28B,1
lENSMUSG00000105727,LIN28A,1
