protein_a,protein_b,edge_weight
Nphs2,Steap2,1
Nphs2,Tfrc,1
Nphs2,Tgfbr2,1
Nphs2,Tmem176b,1
Nphs2,Trpc6,2
Nphs2,Tubb2b,1
Nphs2,Tufm,1
Nphs2,Ubr4,1
Nphs2,Unc5b,1
Nphs2,Vac14,1
Nphs2,Vapa,1
Npl,Plcg2,1
Npl,Wdyhv1,1
Nploc4,Nsfl1c,1
Nploc4,Papola,1
Nploc4,Pde12,1
Nploc4,Pkm,1
Nploc4,Plaa,1
Nploc4,Rad23b,1
Nploc4,Rprd1a,1
Nploc4,Rprd1b,1
Nploc4,Srp14,1
Nploc4,Tbc1d9,1
Nploc4,Tmem173,1
Nploc4,Uba2,1
Nploc4,Ubc,1
Nploc4,Ube3a,1
Nploc4,Ubqln2,1
Nploc4,Ubxn1,1
Nploc4,Ubxn6,1
Nploc4,Ubxn7,1
Nploc4,Ufd1l,1
Nploc4,Vcp,3
Nploc4,Vcpip1,1
Nploc4,Wdr4,1
Nploc4,Yod1,1
Nploc4,Zfand2b,1
Npm1,Nup50,1
Npm1,Nup62,1
Npm1,Pabpc1,1
Npm1,Parp2,1
Npm1,Polr1c,1
Npm1,Ppp1r9b,1
Npm1,Prdx4,1
Npm1,Psmd12,1
Npm1,Psme3,1
Npm1,Pten,1
Npm1,Ptrf,1
Npm1,Rgs14,1
Npm1,Rnh1,1
Npm1,Rock2,3
Npm1,Rpl13a,1
Npm1,Rpl22,2
Npm1,Rpl27,1
Npm1,Rpl4,1
Npm1,Rpl5,4
Npm1,Rpl7,3
Npm1,Rpl7a,1
Npm1,Rplp0,1
Npm1,Rps28,1
Npm1,Rps3,2
Npm1,Rps3a1,1
Npm1,Rps5,1
Npm1,Rps6,1
Npm1,Rps7,1
Npm1,Shank3,1
Npm1,Snrpd1,1
Npm1,Srrt,1
Npm1,Srsf2,1
Npm1,Ssb,1
Npm1,Syngap1,1
Npm1,Tcf3,1
Npm1,Tfe3,1
Npm1,Tmem173,1
Npm1,Tpr,1
Npm1,Trmt61a,1
Npm1,Trp53,1
Npm1,Uhrf2,1
Npm1,Uvrag,1
Npm1,Vim,1
Npm2,Rnf2,1
Npnt,Scube3,1
Nppc,Npr2,1
Npr1,Plxna1,2
Npr1,Sema3a,1
Nptn,Plp1,1
Nptn,Ppp1r9b,1
Nptn,Prnp,1
Nptn,Prrt2,1
Nptn,Slc12a2,1
Nptn,Slc6a1,1
Nptn,Snap25,1
Nptn,Sppl2a,1
Nptn,Sstr3,1
Nptn,Syp,1
Nptn,Syt2,1
Nptn,Tmem173,1
Nptn,Uqcrh,1
Nptx1,Rcn2,1
Nptx1,Slc6a4,1
Nptxr,Rgs14,1
Npy,Nr1h2,1
Nqo2,Rhob,1
Nr0b1,Nr4a1,1
Nr0b1,Ogt,1
Nr0b1,Pelo,1
Nr0b1,Pou5f1,3
Nr0b1,Prmt1,1
Nr0b1,Rest,1
Nr0b1,Rif1,2
Nr0b1,Sall1,2
Nr0b1,Sall4,4
Nr0b1,Snw1,1
Nr0b1,Sp1,1
Nr0b1,Trim28,1
Nr0b1,Wdr5,2
Nr0b1,Zfp609,1
Nr0b2,Nr1i3,1
Nr0b2,Nr5a2,1
Nr0b2,Prmt5,2
Nr0b2,Rela,1
Nr0b2,Sirpa,2
Nr0b2,Sirt1,3
Nr0b2,Smarca2,1
Nr0b2,Stat5a,1
Nr0b2,Traf6,3
Nr0b2,Xbp1,1
Nr1d1,Per2,1
Nr1d2,Per3,1
Nr1d2,Sin3b,1
Nr1h2,Rxrg,2
Nr1h3,Ppargc1a,1
Nr1h3,Ppargc1b,1
Nr1h3,Rxra,1
Nr1h3,Rxrg,1
Nr1h3,Zfp111,1
Nr1h4,Nr5a2,1
Nr1h4,Rara,1
Nr1h4,Rxra,1
Nr1h4,Rxrg,1
Nr1h4,Sirt1,1
Nr1h4,Smarca4,1
Nr1i2,Rxrg,1
Nr1i3,Ppp2ca,1
Nr1i3,Ppp2r1a,1
Nr1i3,Psmc4,1
Nr1i3,Rxrg,1
Nr2c1,Nrip1,1
Nr2c2,Rbck1,1
Nr2c2,Sh3rf1,1
Nr2c2,Wdr62,1
Nr2e1,Zmym2,1
Nr2f6,Rasd1,2
Nr2f6,Sp7,1
Nr2f6,Zfp111,1
Nr3c1,Nup153,1
Nr3c1,Nup214,1
Nr3c1,Nup62,2
Nr3c1,Nup98,1
Nr3c1,Pou2f1,1
Nr3c1,Ppp2ca,1
Nr3c1,Ppp2r1a,1
Nr3c1,Ppp5c,1
Nr3c1,Pten,1
Nr3c1,Rarb,1
Nr3c2,Ppp1ca,1
Nr3c2,Stub1,2
Nr3c2,Tsg101,2
Nr3c2,Usp2,2
Nr4a2,Sgsm1,2
Nr4a3,Nr6a1,1
Nr4a3,Rb1,1
Nr4a3,Rbl2,1
Nr4a3,Rorb,1
Nr4a3,Sin3a,1
Nr4a3,Tcf12,1
Nr4a3,Tcf7l2,1
Nr4a3,Tead1,1
Nr4a3,Tfdp1,1
Nr4a3,Trrap,1
Nr4a3,Zeb1,1
Nr5a1,Pitx1,1
Nr5a1,Ppargc1a,3
Nr5a1,Sox2,1
Nr5a1,Sox8,1
Nr5a1,Sox9,2
Nr5a1,Tbx19,1
Nr5a2,Runx2,1
Nr6a1,Pou5f1,1
Nr6a1,Rbl1,1
Nr6a1,Tcf7l2,1
Nr6a1,Trrap,1
Nrap,Trdn,1
Nras,Traf3,1
Nrbf2,Tmem173,1
Nrbp1,Ribc2,1
Nrbp1,Rif1,1
Nrbp1,Sall4,1
Nrbp1,Tceb1,1
Nrbp1,Tceb2,1
Nrbp2,Scn2a1,1
Nrcam,Prkar1b,1
Nrcam,Ptges3,1
Nrcam,Rps17,1
Nrcam,Shank3,1
Nrd1,Nt5c2,1
Nrd1,Pomc,1
Nrd1,Ppp1r12a,1
Nrd1,Ppp2r2a,1
Nrd1,Ppp3ca,1
Nrd1,Pten,1
Nrd1,Tsn,1
Nrep,Tgfb1,1
Nrep,Tgfb2,1
Nrf1,Pcgf3,1
Nrf1,Runx2,1
Nrg1,Smarce1,2
Nrg3,Runx2,1
Nrgn,Prkca,1
Nrgn,Prkcb,1
Nrgn,Prkcg,1
Nrip1,Pla2g7,1
Nrip1,Rara,2
Nrip1,Rxra,1
Nrip1,Trim24,1
Nrip2,Rara,1
Nrip2,Rorb,1
Nrip2,Thrb,1
Nrm,Tmem173,1
Nrp1,Plxna1,1
Nrp1,Plxna2,1
Nrp1,Plxnd1,1
Nrp1,Sema3a,3
Nrp1,Sema3b,1
Nrp1,Sema3c,1
Nrp1,Sema3d,1
Nrp1,Sema3e,1
Nrp1,Sema3f,1
Nrp1,Sema4b,1
Nrp1,Sema4c,1
Nrp1,Sema4d,1
Nrp1,Sema4f,1
Nrp1,Sema6a,1
Nrp1,Sema6c,1
Nrp1,Sema6d,1
Nrp1,Vegfa,1
Nrp2,Plxna1,1
Nrp2,Sema3a,2
Nrp2,Sema3b,1
Nrp2,Sema3c,1
Nrp2,Sema3e,1
Nrp2,Sema3f,1
Nrp2,Sema3g,1
Nrp2,Sema4b,1
Nrp2,Sema4f,1
Nrp2,Tmem173,1
Nrxn1,Nxph1,1
Nrxn1,P4hb,1
Nrxn1,Phb,1
Nrxn1,Pitpnm3,1
Nrxn1,Pkm,1
Nrxn1,Pkp1,1
Nrxn1,Psd3,1
Nrxn1,Psmc4,1
Nrxn1,Rae1,1
Nrxn1,Rpl21,1
Nrxn1,Rpl22,1
Nrxn1,Rpl29,1
Nrxn1,Rps7,1
Nrxn1,Rpsa,1
Nrxn1,Rrbp1,1
Nrxn1,Rtn4,1
Nrxn1,Rufy3,1
Nrxn1,Scrn1,1
Nrxn1,Serpinb5,1
Nrxn1,Sfxn1,1
Nrxn1,Slc39a6,1
Nrxn1,Slitrk5,1
Nrxn1,Snap25,1
Nrxn1,Snap47,1
Nrxn1,Sncb,1
Nrxn1,Snx1,1
Nrxn1,Sphkap,1
Nrxn1,Srcin1,1
Nrxn1,Sstr3,1
Nrxn1,Stau2,1
Nrxn1,Stmn1,1
Nrxn1,Tenm4,1
Nrxn1,Tmem35,1
Nrxn1,Trap1,1
Nrxn1,Trim29,1
Nrxn1,Tsg101,1
Nrxn1,Ube2n,1
Nrxn1,Vapa,1
Nrxn1,Vapb,1
Nrxn1,Vcp,1
Nrxn1,Wfs1,1
Nrxn1,Ywhaq,1
Nrxn1,Ywhaz,1
Nrxn3,Polr2b,1
Nrxn3,Prrt2,1
Nsd1,Rxra,3
Nsd1,Sharpin,1
Nsd1,Troap,1
Nsd1,Twist1,1
Nsdhl,Tmem173,1
Nsdhl,Usp7,1
Nsf,Pde4dip,1
Nsf,Ppp1r9b,1
Nsf,Rplp1,1
Nsf,Scfd1,1
Nsf,Sec22b,1
Nsf,Snap29,1
Nsf,Spop,1
Nsf,Stau1,1
Nsf,Stx12,1
Nsf,Stxbp1,1
Nsf,Thrb,1
Nsf,Tnik,1
Nsf,Ubc,1
Nsf,Uso1,1
Nsf,Usp48,1
Nsf,Vamp1,1
Nsf,Vamp2,1
Nsf,Ywhaz,1
Nsfl1c,Otud7a,1
Nsfl1c,Phax,1
Nsfl1c,Plaa,1
Nsfl1c,Ppp1r2,1
Nsfl1c,Prrc2a,1
Nsfl1c,Psmf1,1
Nsfl1c,Pten,1
Nsfl1c,Rheb,1
Nsfl1c,Rnf181,1
Nsfl1c,Srp14,1
Nsfl1c,Tmem173,1
Nsfl1c,Txnl1,1
Nsfl1c,Uba3,1
Nsfl1c,Uba5,1
Nsfl1c,Ubc,2
Nsfl1c,Ubfd1,1
Nsfl1c,Ublcp1,1
Nsfl1c,Ubqln1,1
Nsfl1c,Ubqln2,1
Nsfl1c,Ubqln4,1
Nsfl1c,Ubxn1,1
Nsfl1c,Ubxn2b,1
Nsfl1c,Ubxn6,1
Nsfl1c,Ubxn7,1
Nsfl1c,Uchl5,1
Nsfl1c,Ufd1l,1
Nsfl1c,Usp14,1
Nsfl1c,Vcp,5
Nsfl1c,Vcpip1,1
Nsfl1c,Zfand2b,1
Nsg2,Usp7,1
Nsmaf,Tmem173,1
Nsmce1,Smc1b,1
Nsmce1,Smc3,1
Nsmce1,Smc5,1
Nsmce4a,Smc6,1
Nsun2,Nxf1,1
Nsun2,Osgep,1
Nsun2,Pdcd11,1
Nsun2,Pfdn5,1
Nsun2,Pinx1,1
Nsun2,Polr1a,1
Nsun2,Polr3b,1
Nsun2,Pwp2,1
Nsun2,Ranbp6,1
Nsun2,Rangap1,1
Nsun2,Rbm28,1
Nsun2,Rcl1,1
Nsun2,Sdad1,1
Nsun2,Skiv2l2,1
Nsun2,Surf6,1
Nsun2,Thg1l,1
Nsun2,Trmt1,1
Nsun2,Tsn,1
Nsun2,Ttc4,1
Nsun2,Ttll12,1
Nsun2,Ube3a,1
Nsun2,Uckl1,1
Nsun2,Uggt1,1
Nsun2,Utp11l,1
Nsun2,Wdr43,1
Nsun2,Wdr6,1
Nt5c2,Sars2,1
Nt5c2,Socs1,1
Nt5c2,Szrd1,1
Nt5c2,Usp5,1
Nt5c2,Wars,1
Nt5c2,Wdfy4,1
Nt5c3,Obp2a,1
Nt5c3b,Ptgds,1
Nt5c3b,Selenbp1,1
Nt5c3b,Serpinf1,1
Nt5c3b,Tagln,1
Nt5c3b,Tmsb4x,1
Nt5c3b,Zer1,1
Nt5dc1,Ubxn4,1
Nt5dc3,Ppp5c,1
Nt5dc3,Uqcrc2,1
Nt5e,Usp22,1
Ntm,Ppp1r9b,1
Ntm,Prnp,1
Ntm,Prrt2,1
Ntm,Ptprr,1
Ntmt1,Rcc1,1
Ntmt1,Set,1
Ntn1,Unc5a,1
Ntn1,Unc5b,1
Ntn1,Unc5c,1
Ntn1,Unc5d,1
Ntn3,Usp7,1
Ntpcr,Rpa1,1
Ntpcr,Rpa3,1
Ntpcr,Wdtc1,1
Ntrk1,Plcg1,1
Ntrk1,Ret,1
Ntrk1,Ror1,1
Ntrk1,Shc1,1
Ntrk1,Shc2,1
Ntrk1,Shc3,1
Ntrk1,Sqstm1,4
Ntrk1,Tec,1
Ntrk1,Traf6,1
Ntrk1,Trim30a,1
Ntrk1,Txk,1
Ntrk1,Ulk1,1
Ntrk2,Plcg1,1
Ntrk2,Ppp2r4,1
Ntrk2,Prrt2,1
Ntrk2,Ptprn2,1
Ntrk2,Sept10,1
Ntrk2,Sept3,1
Ntrk2,Sgip1,1
Ntrk2,Shc3,1
Ntrk2,Slc4a10,1
Ntrk2,Slc7a5,1
Ntrk2,Slitrk5,3
Ntrk2,Snap25,1
Ntrk2,Sorcs2,3
Ntrk2,Sorl1,1
Ntrk2,Sqstm1,1
Ntrk2,Srcin1,1
Ntrk2,Stx1a,1
Ntrk2,Tnik,1
Ntrk2,Uchl1,1
Ntrk2,Wasf1,1
Ntrk3,Sstr3,1
Ntrk3,Syngap1,1
Ntrk3,Usp7,1
Nuak1,Ywhae,1
Nub1,Ubc,1
Nubp1,Pdlim1,1
Nubp1,Ubqln1,1
Nubp1,Xpnpep1,1
Nubp2,Wdtc1,1
Nucb1,Ppp4r4,1
Nucb1,Prkcsh,1
Nucb1,Ptgs1,2
Nucb1,Ptgs2,2
Nucb1,Rcn1,1
Nucb1,Wars,1
Nucb1,Xpnpep1,1
Nucks1,Prcp,1
Nucks1,Tmem173,1
Nudc,Pou5f1,1
Nudc,Ppp5c,1
Nudc,Prpf19,1
Nudc,Rps17,1
Nudc,Shank3,1
Nudc,Stip1,1
Nudc,Syngap1,1
Nudc,Tars,1
Nudc,Tln1,1
Nudc,Tmem173,1
Nudc,Traf3,1
Nudc,Tssc1,1
Nudc,Ugp2,1
Nudc,Vps29,1
Nudc,Wdtc1,1
Nudc,Wipi2,1
Nudcd1,Pdcd10,1
Nudcd1,Pld3,1
Nudcd2,Pafah1b1,1
Nudcd2,Prmt5,1
Nudcd2,Tmem173,1
Nudcd3,Snx4,1
Nudcd3,Tmem173,1
Nudcd3,Ube4b,1
Nudt11,Usp7,1
Nudt14,Rock1,1
Nudt14,S100a11,1
Nudt14,Zfml,1
Nudt16l1,Pycrl,1
Nudt2,Runx2,1
Nudt21,Pspc1,1
Nudt21,Tmem173,1
Nudt21,Usp48,1
Nudt3,Tmem173,1
Nudt3,Xpnpep1,1
Nudt5,Ppp1r12a,1
Nudt5,Tmem173,1
Nudt5,Wdtc1,1
Nuf2,Tmem173,1
Nufip1,Spag6,1
Nufip2,Stxbp1,1
Nufip2,Trpv1,1
Nufip2,Unk,1
Numa1,Pou5f1,1
Numa1,Smarca2,1
Numa1,Smarca4,1
Numa1,Sox2,1
Numa1,Uhrf2,1
Numb,Reps1,1
Numb,Slc6a4,1
Numb,Sstr3,1
Numb,Tmem173,1
Nup107,Nup214,1
Nup107,Nup93,1
Nup107,Nupl2,1
Nup107,Sec13,1
Nup107,Seh1l,1
Nup107,Senp2,1
Nup107,Trappc12,1
Nup107,Xpo5,1
Nup107,Zw10,1
Nup133,Nup43,1
Nup133,Nup85,1
Nup133,Nup93,1
Nup133,Seh1l,1
Nup133,Tmem173,1
Nup153,Olfm1,1
Nup153,Zbtb16,1
Nup155,Tmem173,1
Nup155,Twist1,1
Nup155,Unk,1
Nup155,Usp7,1
Nup155,Wdtc1,1
Nup160,Wdfy4,1
Nup188,Nup35,1
Nup188,Wnt11,1
Nup205,Spop,1
Nup214,Nupl2,1
Nup214,Seh1l,1
Nup214,Tmem173,1
Nup214,Xpo5,1
Nup214,Zbtb16,1
Nup35,Nup93,1
Nup35,Seh1l,1
Nup35,Tmem173,1
Nup43,Nup62,1
Nup43,Nup85,1
Nup43,Osgep,1
Nup43,Ppp1r12a,1
Nup43,Rangap1,1
Nup43,Seh1l,1
Nup43,Spag5,1
Nup43,Trappc12,1
Nup50,Terf2ip,1
Nup50,Tmem173,1
Nup50,Usp47,1
Nup54,Spag6,1
Nup62,Nup85,1
Nup62,Nup93,1
Nup62,Nutf2,1
Nup62,Nxf1,3
Nup62,Nxf2,1
Nup62,Nxt1,1
Nup62,Runx2,1
Nup62,Seh1l,1
Nup85,Pafah1b1,1
Nup85,Sec13,1
Nup85,Seh1l,1
Nup85,Tpr,1
Nup85,Trappc12,1
Nup85,Zfp276,1
Nup85,Zwilch,1
Nup88,Shank3,1
Nup88,Spag6,1
Nup88,Zbtb16,1
Nup93,Pou5f1,1
Nup93,Seh1l,1
Nup93,Sox17,1
Nup93,Uvrag,1
Nup93,Zc3h13,1
Nup98,Pten,1
Nup98,Rae1,2
Nup98,Sox2,1
Nup98,Tmem173,1
Nup98,Unk,1
Nup98,Zbtb16,1
Nupl2,Sec13,1
Nupl2,Seh1l,1
Nupl2,Tmem173,1
Nutf2,Ran,1
Nutm1,Usp7,1
Nutm1,Zmynd10,1
Nvl,Polr1e,1
Nvl,Polr2e,1
Nvl,Polr3b,1
Nvl,Polr3f,1
Nvl,Polr3k,1
Nvl,Rpp30,1
Nvl,Twist1,1
Nvl,Ubc,1
Nvl,Uhrf1bp1l,1
Nvl,Utp11l,1
Nvl,Utp18,1
Nvl,Wnt8a,1
Nvl,Xrn2,1
Nwd2,Sacs,1
Nwd2,Slc6a4,1
Nxf1,Nxt1,1
Nxf1,Nxt2,1
Nxf1,Otx2,1
Nxf1,Ran,1
Nxf1,Rangap1,1
Nxf1,Tardbp,1
Nxf1,Usp7,1
Nxf1,Wdtc1,1
Nxf2,Nxt1,1
Nxf2,Nxt2,1
Nxf3,Nxt1,1
Nxf3,Nxt2,1
Nxf3,Usp7,1
Nxn,Ppp2ca,1
Nxpe2,Sort1,1
Nxpe4,Prkar1b,1
Nxpe4,Usp7,1
Nxt2,Pkm,1
Nxt2,Usp7,1
Nyap1,Pik3r1,1
Nyap1,Wasf1,1
Nyap2,Pik3r1,1
Nyap2,Spast,1
Nyap2,Stxbp1,1
Nyap2,Syngap1,1
Nyap2,Wasf1,1
Nynrin,Ofd1,1
Nynrin,Tnrc6a,1
Nynrin,Usp7,1
Oard1,Rph3al,1
Oas1a,Oas1d,1
Oas2,Parp14,1
Oas2,Rsad2,1
Oas2,Tlr7,1
Oas2,Tmem173,1
Oas3,Parp14,1
Oas3,Parp9,1
Oas3,Top1,1
Oat,Prkar1b,1
Oat,Ubqln4,1
Obfc1,Ten1,1
Obp1a,Usp48,1
Obp2a,Thbs1,1
Obscn,Vti1a,1
Obsl1,Twist1,1
Ociad1,Phb2,1
Ociad1,Prrt2,1
Ociad1,Stat3,1
Ociad1,Tmem173,1
Ociad1,Unk,1
Ociad1,Wdtc1,1
Ocln,Tgfbr1,2
Ocln,Ube3c,1
Ocrl,Rab14,1
Ocrl,Rab3a,1
Ocrl,Rab5a,1
Ocrl,Rac1,1
Ocrl,Zbtb7b,1
Odf2l,Prss23,1
Ofd1,Usp7,1
Ogdh,Ogdhl,2
Ogdh,Ppp1r9b,1
Ogdh,Rhot1,1
Ogdh,Rpl30,1
Ogdh,Rps18,1
Ogdh,Sdha,1
Ogdh,Sdhb,1
Ogdh,Sucla2,1
Ogdh,Tars,1
Ogdh,Trpv1,1
Ogdh,Unk,1
Ogdh,Uqcrc1,1
Ogdh,Usp48,1
Ogdhl,Ppp1r9b,1
Ogdhl,Rgs14,1
Ogfod1,Prcp,1
Ogfod1,Prosc,1
Ogfod1,Ptma,1
Ogfod1,Rnf41,1
Ogfod1,Tbcb,1
Ogfod1,Twf2,1
Ogfr,Trap1,1
Ogfrl1,Sstr3,1
Ogg1,Parp1,3
Ogg1,Sp3,1
Ogg1,Xrn2,1
Ogt,Pou5f1,5
Ogt,Ppme1,1
Ogt,Rnf2,1
Ogt,Snap91,1
Ogt,Sox2,3
Ogt,Tfcp2l1,1
Ogt,Unk,1
Ogt,Urm1,1
Ogt,Wdr4,1
Ogt,Wdr82,1
Ogt,Whsc1,2
Ogt,Ywhae,1
Ogt,Zpr1,1
Oit1,Usp7,1
Ola1,Rpl12,1
Ola1,Rpl19,1
Ola1,Rpl27a,1
Ola1,Rpl32,1
Ola1,Rpl7a,1
Ola1,Rps17,1
Ola1,Rps24,1
Ola1,Rps26,1
Ola1,Rps27a,1
Ola1,Rps4x,1
Ola1,Rps5,1
Ola1,Thnsl2,1
Ola1,Uba52,1
Ola1,Ubc,1
Olfm1,Olfm2,1
Olfm1,Olfm3,2
Olfm1,Psma7,1
Olfm1,Rpn1,1
Olfm1,Rps27l,1
Olfm1,Rps5,1
Olfm1,Rufy3,1
Olfm1,Shisa6,1
Olfm1,Smarcd3,1
Olfm1,Syngr3,1
Olfm1,Syp,1
Olfm1,Tenm4,2
Olfm1,Tjp1,1
Olfm1,Tmem33,1
Olfm1,Triobp,1
Olfm1,Tubgcp2,1
Olfm1,Uchl5,1
Olfm1,Usp19,1
Olfm1,Vapa,1
Olfml2a,Wdr75,1
Olfr1459,Usp7,1
Olfr1480,Spop,1
Olfr846,Usp7,1
Olfr986,Usp7,1
Olig1,Zfp292,1
Olig2,Sox8,1
Olig2,Tcf3,1
Omg,Ppp1r9b,1
Omg,Rtn4r,1
Ooep,Tle6,1
Ooep,Usp7,1
Opa1,Ppp1r9b,1
Opa1,Rgs14,1
Opa1,Spop,1
Opa1,Syngap1,1
Opa1,Tsn,1
Opa1,Unk,1
Opa1,Uqcrc2,1
Opa1,Usp7,1
Opa3,Slc6a4,1
Opcml,Ppp1r9b,1
Opcml,Prnp,1
Ophn1,Osbpl10,1
Ophn1,Rac1,1
Ophn1,Ralbp1,1
Ophn1,Rapgef2,1
Ophn1,Rhoa,1
Ophn1,Slmap,1
Ophn1,Sorbs2,1
Ophn1,Srgap1,1
Ophn1,Srgap3,1
Ophn1,Syne1,1
Ophn1,Syne2,1
Ophn1,Usp7,1
Ophn1,Vdac1,1
Opn1sw,Usp48,1
Opn3,Usp7,1
Oprm1,Siah1a,1
Oprm1,Vapa,1
Oprm1,Wls,1
Optn,Rab11a,2
Optn,Sema4a,2
Optn,Sqstm1,1
Optn,Tbk1,3
Orai1,Stim1,1
Orai2,Tmem173,1
Orc2,Pou5f1,1
Orc3,Tmem173,1
Ormdl3,Tmem173,1
Os9,Ppib,1
Os9,Sdf2,1
Os9,Serpina1c,1
Os9,Uggt1,1
Osbp,Pfdn2,1
Osbp,Ppp5c,1
Osbp,Prkar2a,1
Osbp,Ptges3,1
Osbp,Sec23a,1
Osbp,Swap70,1
Osbp,Tbc1d17,1
Osbp,Tmem173,1
Osbp,Ttc1,1
Osbp,Vapa,1
Osbp,Vbp1,1
Osbp,Xpo7,1
Osbpl10,Pdlim5,1
Osbpl10,Prickle1,1
Osbpl10,Prickle2,1
Osbpl10,Srgap1,1
Osbpl10,Timm44,1
Osbpl11,Ppp1ca,1
Osbpl11,Tmem173,1
Osbpl3,Pde4dip,1
Osbpl3,Tmem173,1
Osbpl3,Trpv1,1
Osbpl6,Ranbp2,1
Osbpl6,Slc6a4,1
Osbpl6,Tmf1,1
Osbpl7,Ywhaz,1
Osbpl8,Slc6a1,1
Osbpl8,Tmem173,1
Osbpl8,Usp7,1
Osbpl9,Tmem173,1
Osgep,Ppp1r7,1
Osgep,Rangap1,1
Osgep,Rbx1,1
Osgep,Sae1,1
Osgep,Sf3b3,1
Osgep,Tceb1,1
Osgep,Tceb2,1
Osgep,Tpd52l2,1
Osgep,Tprkb,1
Osgep,Ufm1,1
Osgep,Zpr1,1
Osmr,Thrb,1
Ostf1,Src,1
Ostf1,Sstr3,1
Ostm1,Tmem173,1
Otof,Stk39,1
Otogl,Pde4dip,1
Otub1,Smad2,1
Otub1,Smad3,1
Otub1,Tia1,1
Otub1,Ttr,1
Otub1,Ubc,2
Otub1,Ube2n,2
Otub1,Usp48,1
Otub1,Usp8,1
Otub1,Usp9x,1
Otub1,Wdr61,1
Otub1,Wdr82,1
Otub1,Wdtc1,1
Otud1,Tyk2,2
Otud3,Ppard,1
Otud4,Psap,1
Otud4,Ubc,1
Otud4,Zbtb7b,1
Otud5,Parp1,1
Otud5,Ubc,1
Otud5,Ubr5,1
Otud6a,Usp7,1
Otud6b,Polb,1
Otud6b,Tma7,1
Otud7a,Palm2,1
Otud7a,Pde4dip,1
Otud7a,Ppp2r2b,1
Otud7a,Rac3,1
Otud7a,Rbsn,1
Otud7a,Rsrc2,1
Otud7a,Sept6,1
Otud7a,Shank2,1
Otud7a,Slitrk5,1
Otud7a,Sptan1,1
Otud7a,Sptbn1,1
Otud7a,Strn,1
Otud7a,Tjp1,1
Otud7a,Tnks1bp1,1
Otud7a,Txnl1,1
Otud7a,Vcp,1
Otud7a,Vps45,1
Otud7b,Traf3,1
Otud7b,Ubc,1
Otulin,Rnf31,4
Otulin,Ubc,1
Otx2,Pabpc1,1
Otx2,Pcbp1,1
Otx2,Poldip3,1
Otx2,Pou5f1,1
Otx2,Psip1,1
Otx2,Rbbp4,1
Otx2,Rorb,1
Otx2,Rpl13a,1
Otx2,Rpl3,1
Otx2,Rpl38,1
Otx2,Rpl4,1
Otx2,Rpl6,1
Otx2,Rpl8,1
Otx2,Rps21,1
Otx2,Rps26,1
Otx2,Rps29,1
Otx2,Sarnp,1
Otx2,Sfpq,1
Otx2,Six6,1
Otx2,Tlx3,1
Otx2,Tmpo,1
Otx2,Trip12,1
Otx2,U2af1,1
Otx2,U2af2,1
Otx2,Zbtb3,1
Otx2,Zfml,1
Otx2,Zfp385a,1
Otx2,Zfp422,1
Otx2,Zfp512,1
Otx2,Zfp553,1
Otx2,Zfp787,1
Otx2,Zscan26,1
Oxct1,Slc6a4,1
Oxct1,Ssbp1,1
Oxct1,Taok2,1
Oxct1,Thop1,1
Oxct1,Usp48,1
Oxsr1,Slc12a2,1
Oxsr1,Tgfbr2,1
Oxsr1,Wnk1,1
Oxt,Prep,1
P2rx4,P2rx7,1
P2rx7,Ptprb,1
P2rx7,Svil,1
P2ry6,Tmem173,1
P3h1,Pten,1
P3h1,Spop,1
P3h3,Spop,1
P4ha1,P4hb,1
P4ha1,Pou5f1,2
P4ha1,Spop,1
P4hb,Pabpc1,1
P4hb,Pdia4,1
P4hb,Pdia6,1
P4hb,Pkm,1
P4hb,Ppib,1
P4hb,Prdx4,1
P4hb,Prnp,1
P4hb,Rps6,1
P4hb,Rrbp1,1
P4hb,Sdf2l1,1
P4hb,Spop,1
P4hb,Tpd52l2,1
P4hb,Txndc5,1
P4hb,Usp48,1
P4htm,Pla2g15,1
P4htm,Siae,1
P4htm,Sumf1,1
P4htm,Tmx3,1
Pa2g4,Pik3r1,2
Pa2g4,Rpl12,1
Pa2g4,Rpl18,1
Pa2g4,Rpl18a,1
Pa2g4,Rpl23,1
Pa2g4,Rpl23a,1
Pa2g4,Rpl27,1
Pa2g4,Rpl3,1
Pa2g4,Rpl30,1
Pa2g4,Rpl4,1
Pa2g4,Rpl8,1
Pa2g4,Rplp0,1
Pa2g4,Rplp2,1
Pa2g4,Rps6,1
Pa2g4,Tfe3,1
Pa2g4,Ubc,1
Pa2g4,Usp48,1
Pabpc1,Pabpn1,1
Pabpc1,Paip1,2
Pabpc1,Pcbp1,1
Pabpc1,Pcbp2,1
Pabpc1,Plrg1,1
Pabpc1,Poldip3,1
Pabpc1,Ppil1,1
Pabpc1,Prmt5,1
Pabpc1,Prpf19,1
Pabpc1,Prpf8,1
Pabpc1,Psmc2,1
Pabpc1,Rac1,1
Pabpc1,Rara,2
Pabpc1,Rbm38,1
Pabpc1,Rbm8a,1
Pabpc1,Rock2,1
Pabpc1,Rpl13a,1
Pabpc1,Rpl17,1
Pabpc1,Rpl26,1
Pabpc1,Rpl28,1
Pabpc1,Rpl4,1
Pabpc1,Rpl6,1
Pabpc1,Rpl7a,1
Pabpc1,Rplp0,1
Pabpc1,Rplp2,1
Pabpc1,Rps14,1
Pabpc1,Rps18,1
Pabpc1,Rps2,1
Pabpc1,Rps28,1
Pabpc1,Rps3,1
